Date,Ticker,ShortName,RedCode,Tier,Ccy,DocClause,Contributor,Spread6m,Spread1y,Spread2y,Spread3y,Spread5y,Spread7y,Spread10y,Spread15y,Spread20y,Spread30y,Recovery,CompositeDepth5y,Sector,Region,AvRating,ImpliedRating,CompositeLevel6m,CompositeLevel1y,CompositeLevel2y,CompositeLevel3y,CompositeLevel5y,CompositeLevel7y,CompositeLevel10y,CompositeLevel15y,CompositeLevel20y,CompositeLevel30y,CompositeLevelRecovery
06-Mar-19,A,Agilent Tech Inc,008CA0,SNRFOR,USD,XR14,Composite,0.44%,0.48%,0.58%,0.70%,0.95%,1.00%,1.06%,1.05%,1.04%,1.04%,35%,2,Industrial,N.Amer,BBB,BB,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,AAGM-AGD,AngloGold Ashanti Ltd,SS467A,SNRFOR,USD,CR14,Composite,1.16%,1.21%,1.40%,1.63%,2.02%,2.26%,2.57%,2.66%,2.71%,,40%,4,Materials,Africa,BB,B,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,,CcyGrp
06-Mar-19,AAUK,Anglo Amern plc,037CDU,SNRFOR,EUR,MM14,Composite,0.11%,0.14%,0.23%,0.45%,1.06%,1.58%,1.83%,1.92%,1.97%,2.05%,40%,12,Materials,Europe,BBB,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,ABBVINC,ABBVIE INC,002AF5,SNRFOR,USD,XR14,Composite,0.23%,0.23%,0.26%,0.34%,0.68%,0.96%,1.21%,1.39%,1.47%,1.55%,40%,2,,N.Amer,BBB,BBB,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,ABC,AmerisourceBergen Corp,0D37AH,SNRFOR,USD,XR14,Composite,0.09%,0.14%,0.27%,0.44%,0.86%,1.05%,1.21%,1.29%,1.33%,1.37%,40%,7,Consumer Cyclical,N.Amer,BBB,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,ABCLL,Anheuser Busch Cos LLC,0D875J,SNRFOR,USD,XR14,Composite,0.13%,0.20%,0.27%,0.44%,0.88%,1.08%,1.22%,1.23%,1.22%,1.22%,40%,3,Consumer Stable,N.Amer,BBB,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,ABE,ABERTIS INFRAESTRUCTURAS SA,EE003G,SNRFOR,EUR,MM14,Composite,0.14%,0.17%,0.31%,0.53%,0.95%,1.26%,1.44%,1.51%,1.54%,1.57%,40%,6,Industrial,Europe,BBB,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,ABHLTD,Alliance Boots Hldgs Ltd,GG26AM,SNRFOR,EUR,MM14,Composite,0.54%,0.64%,0.94%,1.32%,1.74%,1.88%,2.09%,2.23%,2.31%,2.36%,40%,6,Consumer Cyclical,Europe,,B,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,ABT,Abbott Labs,002AA6,SNRFOR,USD,XR14,Composite,0.08%,0.09%,0.15%,0.23%,0.42%,0.57%,0.69%,0.77%,0.81%,0.86%,40%,8,Consumer Stable,N.Amer,BBB,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,ABX,Barrick Gold Corp,06DG91,SNRFOR,USD,XR14,Composite,0.08%,0.10%,0.18%,0.30%,0.67%,1.03%,1.35%,1.52%,1.62%,1.63%,40%,10,Materials,N.Amer,BBB,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,ABX-FinCo,Barrick Gold Fin Co,06ECD4,SNRFOR,USD,XR14,Composite,0.08%,0.10%,0.18%,0.30%,0.67%,1.04%,1.31%,1.46%,1.55%,1.66%,40%,4,,N.Amer,BBB,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,ACAFP,Cr Agricole SA,FH49GG,SNRFOR,EUR,MM14,Composite,0.09%,0.12%,0.17%,0.24%,0.39%,0.52%,0.64%,0.69%,0.72%,0.75%,40%,11,Financial,Europe,A,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,ACAFP,Cr Agricole SA,FH49GG,SNRLAC,EUR,MM14,Composite,0.14%,0.19%,0.33%,0.47%,0.72%,0.95%,1.09%,1.12%,1.14%,1.16%,40%,11,Financial,Europe,A,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,ACAFP,Cr Agricole SA,FH49GG,SUBLT2,EUR,MM14,Composite,0.23%,0.28%,0.43%,0.63%,1.11%,1.44%,1.70%,1.79%,1.86%,1.91%,20%,11,Financial,Europe,A,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,ACAFP-CIB,Cr Agricole Corporate and Invt Bk,FH49EJ,SNRFOR,EUR,MM14,Composite,0.08%,0.09%,0.13%,0.20%,0.35%,0.47%,0.59%,0.64%,0.68%,0.75%,45%,2,Financial,Europe,A,AA,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,ACAFP-CIB,Cr Agricole Corporate and Invt Bk,FH49EJ,SUBLT2,EUR,MM14,Composite,0.10%,0.23%,0.40%,0.53%,0.78%,0.97%,1.12%,1.20%,1.25%,1.32%,25%,2,Financial,Europe,A,AA,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,ACCOR,ACCOR,0A477B,SNRFOR,EUR,MM14,Composite,0.09%,0.11%,0.21%,0.31%,0.61%,0.86%,1.03%,1.10%,1.13%,1.18%,40%,8,Consumer Cyclical,Europe,BBB,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,ACEA,Acea Spa,TT044K,SNRFOR,EUR,MM14,Composite,0.18%,0.22%,0.41%,0.58%,0.88%,1.00%,1.05%,,,1.28%,40%,2,,Europe,BBB,BB,Thin,Thin,Thin,Thin,Thin,Thin,Thin,,,Thin,Thin
06-Mar-19,ACG,Arch Cap Group Ltd,GG495A,SNRFOR,USD,XR14,Composite,0.52%,0.54%,0.73%,0.97%,1.46%,1.67%,1.95%,2.09%,2.16%,2.21%,40%,2,Financial,N.Amer,A,BB,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,ACI-AWF,Arch Westn Fin LLC,03CCC0,SNRFOR,USD,XR14,Composite,,0.31%,0.39%,0.44%,0.61%,0.62%,0.62%,,,,40%,2,Energy,N.Amer,,BBB,,Thin,Thin,Thin,Thin,Thin,Thin,,,,Thin
06-Mar-19,ACLTD,Air China Ltd,YY02CG,SNRFOR,USD,CR14,Composite,1.06%,1.16%,1.32%,1.47%,1.84%,1.91%,1.99%,2.04%,2.08%,2.14%,40%,2,,Asia,,B,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,ACOM,ACOM CO LTD,004CC9,SNRFOR,JPY,CR14,Composite,0.07%,0.11%,0.19%,0.26%,0.43%,0.57%,0.64%,,,,35%,5,Financial,Asia,A,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,,,,CcyGrp
06-Mar-19,ACV,Alberto Culver Co,0B436E,SNRFOR,USD,XR14,Composite,0.32%,0.38%,0.41%,0.46%,0.60%,0.61%,0.62%,0.64%,0.65%,0.66%,40%,2,Consumer Stable,N.Amer,A,BBB,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,ADCB,Abu Dhabi Coml Bk PJSC,MM167S,SNRFOR,USD,CR14,Composite,0.17%,0.22%,0.31%,0.45%,0.85%,1.08%,1.26%,1.29%,1.29%,1.29%,25%,4,,MiddleEast,A,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,ADCB,Abu Dhabi Coml Bk PJSC,MM167S,SUBLT2,USD,CR14,Composite,0.40%,0.52%,0.69%,0.95%,1.62%,1.84%,2.05%,2.03%,2.00%,1.98%,25%,4,,MiddleEast,A,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,ADECGRO,Adecco Group AG,HH039N,SNRFOR,EUR,MM14,Composite,0.08%,0.11%,0.18%,0.26%,0.52%,0.71%,0.84%,0.91%,0.95%,1.00%,40%,7,,Europe,BBB,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,ADI,Analog Devices Inc,0D58B9,SNRFOR,USD,XR14,Composite,0.42%,0.42%,0.44%,0.49%,0.67%,0.81%,0.94%,1.01%,1.04%,1.07%,40%,2,Industrial,N.Amer,BBB,BBB,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,ADIG,adidas AG,DD06CL,SNRFOR,EUR,MM14,Composite,0.29%,0.32%,0.42%,0.54%,0.75%,0.77%,0.83%,,,,40%,3,Consumer Cyclical,Europe,,BB,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,,,,CcyGrp
06-Mar-19,ADLEREA,ADLER Real Estate AG,DD1A9J,SNRFOR,EUR,MM14,Composite,0.15%,0.21%,0.42%,0.68%,1.32%,1.91%,2.15%,2.25%,2.30%,2.33%,40%,9,,Europe,BB,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,ADM,Archer Daniels Midland Co,03CDCB,SNRFOR,USD,XR14,Composite,0.06%,0.10%,0.21%,0.38%,0.71%,0.94%,1.09%,1.15%,1.18%,1.18%,40%,7,Consumer Stable,N.Amer,A,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,ADP,AUTOMATIC DATA PROCESSING INC,0F8316,SNRFOR,USD,XR14,Composite,0.13%,0.16%,0.21%,0.27%,0.36%,0.38%,0.41%,0.41%,0.41%,0.41%,40%,4,Communications and Technology,N.Amer,AA,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,AEGON,Aegon N.V.,007GB6,SNRFOR,EUR,MM14,Composite,0.14%,0.18%,0.30%,0.42%,0.69%,0.89%,1.06%,1.12%,1.16%,1.22%,40%,11,Financial,Europe,A,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,AEGON,Aegon N.V.,007GB6,SUBLT2,EUR,MM14,Composite,0.25%,0.26%,0.45%,0.67%,1.13%,1.43%,1.66%,1.67%,1.72%,1.80%,20%,11,Financial,Europe,A,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,AEONFIN,AEON Finl Service Co Ltd,JJ6DBJ,SNRFOR,JPY,CR14,Composite,0.24%,0.28%,0.41%,0.54%,0.78%,0.82%,0.86%,0.89%,0.94%,0.99%,35%,2,,Asia,,BBB,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,AEP,Amern Elec Pwr Co Inc,027A8A,SNRFOR,USD,XR14,Composite,0.06%,0.07%,0.11%,0.18%,0.34%,0.51%,0.63%,0.72%,0.76%,0.84%,40%,6,Utilities,N.Amer,BBB,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,AES,The AES Corp,0A143H,SNRFOR,USD,XR14,Composite,0.10%,0.13%,0.25%,0.40%,0.90%,1.07%,1.10%,1.33%,1.36%,1.25%,40%,9,Utilities,N.Amer,BB,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,AES,The AES Corp,0A143H,SUBLT2,USD,XR14,Composite,0.10%,0.13%,0.25%,0.40%,0.89%,1.06%,1.09%,1.32%,1.35%,1.26%,20%,9,Utilities,N.Amer,BB,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,AET,Aetna Inc.,0A8985,SNRFOR,USD,XR14,Composite,0.07%,0.10%,0.15%,0.24%,0.43%,0.59%,0.73%,0.81%,0.86%,0.91%,40%,10,Financial,N.Amer,BBB,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,AF,AIR FRANCE - KLM,009A2A,SNRFOR,EUR,MM14,Composite,0.19%,0.22%,0.52%,0.85%,1.67%,2.23%,2.48%,2.56%,2.59%,2.63%,40%,8,Consumer Cyclical,Europe,,B,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,AF-AirFrance,SOCIETE AIR FRANCE,FNC9BR,SNRFOR,EUR,MM14,Composite,0.13%,0.22%,0.33%,0.42%,0.61%,0.97%,1.20%,1.46%,1.48%,1.48%,40%,7,Consumer Cyclical,Europe,,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,AFDB,African Dev Bk,008AA9,SNRFOR,USD,CR14,Composite,,0.03%,0.04%,0.05%,0.08%,0.10%,0.13%,0.12%,0.11%,0.09%,40%,2,Government,Supra,AAA,AAA,,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,AFG,Amern Finl Gp Inc,027EC5,SNRFOR,USD,XR14,Composite,0.85%,0.93%,0.97%,1.02%,1.19%,1.39%,1.51%,1.54%,1.55%,1.56%,40%,4,Financial,N.Amer,BBB,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,AGASFI,ageas Fin NV,NN1163,SNRFOR,EUR,MM14,Composite,0.46%,0.58%,0.65%,0.73%,0.88%,0.91%,0.93%,0.93%,0.94%,0.94%,40%,2,Financial,Europe,BBB,BB,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,AGASSA,ageas SA NV,NN1161,SNRFOR,EUR,MM14,Composite,0.23%,0.27%,0.39%,0.54%,0.73%,0.83%,0.98%,1.01%,1.06%,1.07%,40%,3,,Europe,A,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,CcyGrp,CcyGrp
06-Mar-19,AGCINCAB,AGC Inc,0A119L,SNRFOR,JPY,CR14,Composite,0.04%,0.06%,0.10%,0.15%,0.27%,0.35%,0.40%,0.40%,0.40%,0.41%,35%,6,,Asia,A,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,AGILGRO,Agile Group Hldgs Ltd,008CCK,SNRFOR,USD,CR14,Composite,3.00%,3.31%,3.52%,3.73%,4.52%,4.53%,4.53%,,,,28.50%,2,,OffShore,BB,CCC,Thin,Thin,Thin,Thin,Thin,Thin,Thin,,,,Thin
06-Mar-19,AGN,Allergan Inc,019CD9,SNRFOR,USD,XR14,Composite,0.21%,0.22%,0.34%,0.45%,0.71%,0.93%,1.21%,1.41%,1.49%,1.56%,40%,4,Consumer Stable,N.Amer,BBB,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,AGO-AGC,Assur Gty Corp,04A83G,SNRFOR,USD,XR14,Composite,0.35%,0.50%,0.39%,0.47%,0.83%,1.16%,1.24%,1.30%,1.36%,1.93%,42.63%,7,Financial,N.Amer,A,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,AGRBLT,AGRIC BK OF CHINA LTD,YY037P,SNRFOR,USD,CR14,Composite,0.11%,0.12%,0.23%,0.34%,0.62%,0.87%,1.04%,1.13%,1.20%,1.24%,40%,4,Financial,Asia,A,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,AGS,AGBAR,EJA7AA,SNRFOR,EUR,MM14,Composite,0.22%,0.24%,0.44%,0.68%,1.06%,1.22%,1.24%,1.25%,1.24%,1.30%,40%,3,Utilities,Europe,,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,AGS-Intl,Agbar Intl BV,NN116Z,SNRFOR,EUR,MM14,Composite,0.20%,0.20%,0.40%,0.67%,1.05%,1.18%,1.20%,1.20%,1.19%,1.16%,39.33%,3,Utilities,Europe,,BB,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,AHG-ApriaHCGp,Apria Healthcare Gp Inc,03AGC6,SNRFOR,USD,XR14,Composite,3.26%,2.89%,2.96%,3.77%,4.85%,4.73%,4.98%,5.05%,5.08%,5.14%,40%,2,Consumer Stable,N.Amer,B,CCC,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,AIB,Allied Irish Bks PLC,01AB4A,SNRFOR,EUR,MM,Composite,0.17%,0.22%,0.32%,0.42%,0.65%,0.82%,0.97%,1.05%,1.10%,1.13%,41.67%,6,Financial,Europe,BBB,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,AIB,Allied Irish Bks PLC,01AB4A,SUBLT2,EUR,MM,Composite,1.08%,1.10%,1.18%,1.24%,1.39%,1.36%,1.45%,1.49%,1.49%,1.45%,11.67%,6,Financial,Europe,BBB,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,AICHI,Aichi Prefecture,JJ038C,SNRFOR,JPY,CR14,Composite,,0.10%,0.18%,0.26%,0.51%,0.56%,0.61%,0.65%,0.67%,0.69%,35%,2,Unclassified,Asia,A,A,,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,AIFP-AirLiqFin,Air Liquide Fin,FF18B3,SNRFOR,EUR,MM14,Composite,0.64%,0.65%,0.66%,0.68%,0.74%,0.79%,0.83%,,,,40%,2,Utilities,Europe,A,BBB,Thin,Thin,Thin,Thin,Thin,Thin,Thin,,,,Thin
06-Mar-19,AIFUL,Aiful Corp,008FAQ,SNRFOR,JPY,CR14,Composite,1.11%,1.23%,1.43%,1.64%,2.05%,2.26%,2.37%,,,,35%,2,Financial,Asia,,B,Thin,Thin,Thin,Thin,Thin,Thin,Thin,,,,Thin
06-Mar-19,AIG,Amern Intl Gp Inc,028EFB,SNRFOR,USD,XR14,Composite,0.11%,0.17%,0.33%,0.52%,1.00%,1.32%,1.48%,1.61%,1.65%,1.77%,40%,10,Financial,N.Amer,BBB,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,AIG-IntLeaseFin,INTL LEASE FIN CORP,49EGB9,SNRFOR,USD,XR14,Composite,0.24%,0.33%,0.49%,0.66%,1.10%,1.32%,1.45%,1.51%,1.54%,1.61%,40.56%,9,Financial,N.Amer,BBB,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,AIG-LHUS,AIG Life Hldgs US Inc,008FAI,SNRFOR,USD,XR14,Composite,0.11%,0.20%,0.31%,0.51%,0.99%,1.30%,1.43%,,,,40%,2,Financial,N.Amer,BBB,BB,Thin,Thin,Thin,Thin,Thin,Thin,Thin,,,,Thin
06-Mar-19,AIOINS,Aioi Nissay Dowa Ins Co Ltd,JJ066F,SNRFOR,JPY,CR14,Composite,,,,,0.78%,0.89%,1.00%,1.09%,1.13%,1.18%,35%,2,Financial,Asia,A,BBB,,,,,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,AIRBSE,Airbus SE,NN2A8G,SNRFOR,EUR,MM14,Composite,0.07%,0.08%,0.13%,0.17%,0.30%,0.43%,0.52%,0.55%,0.57%,0.59%,40%,5,,Europe,A,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,AIRLIQ,LAIR LIQUIDE SOCIETE ANONYME POUR LETUDE ET LEXPLOITATION DES PROCEDES GEORGES CLAUDE,FG29CJ,SNRFOR,EUR,MM14,Composite,0.05%,0.07%,0.09%,0.11%,0.25%,0.41%,0.54%,0.60%,0.63%,0.67%,40%,8,Materials,Europe,A,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,AISEI,AISIN SEIKI Co Ltd,JJ0785,SNRFOR,JPY,CR14,Composite,0.04%,0.06%,0.10%,0.14%,0.28%,0.37%,0.42%,0.42%,0.42%,0.42%,35%,2,Consumer Cyclical,Asia,A,A,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,AJINOM,Ajinomoto Co Inc,009G77,SNRFOR,JPY,CR14,Composite,0.03%,0.04%,0.06%,0.10%,0.18%,0.26%,0.32%,0.32%,0.33%,0.33%,35%,3,Consumer Stable,Asia,A,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,AKBNK,Akbank TAS,MM3576,SNRFOR,USD,CR14,Composite,2.31%,2.64%,3.12%,3.49%,4.13%,4.56%,4.85%,4.90%,4.92%,4.99%,24.01%,6,Financial,MiddleEast,B,B,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,AKS-Corp,AK Stl Corp,0A169A,SECDOM,USD,XR14,Composite,0.96%,1.11%,2.65%,5.01%,7.72%,8.59%,8.95%,,,,40.00%,5,Materials,N.Amer,B,CCC,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,,,,CcyGrp
06-Mar-19,AKS-Corp,AK Stl Corp,0A169A,SNRFOR,USD,XR14,Composite,0.96%,1.11%,2.65%,5.01%,7.72%,8.59%,8.95%,,,,40.00%,5,Materials,N.Amer,B,CCC,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,,,,CcyGrp
06-Mar-19,AKZO,Akzo Nobel NV,0B11AI,SNRFOR,EUR,MM14,Composite,0.06%,0.07%,0.12%,0.20%,0.44%,0.66%,0.80%,0.86%,0.89%,0.92%,40%,10,Materials,Europe,BBB,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,AKZO-ICILD,IMPERIAL Chem Inds Ltd,GKB89Z,SNRFOR,EUR,MM14,Composite,0.07%,0.08%,0.12%,0.15%,0.20%,0.26%,0.30%,0.32%,0.33%,0.34%,40%,4,Materials,Europe,,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,ALCLCT,Alcatel Lucent,FF1AAK,SNRFOR,EUR,MM14,Composite,0.02%,0.03%,0.06%,0.09%,0.16%,0.34%,0.48%,0.57%,0.62%,0.66%,40%,4,Communications and Technology,Europe,,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,ALGEGLO,ALGECO GLOB FIN PLC,GLDA8P,SECDOM,EUR,MM14,Composite,0.24%,0.25%,0.65%,1.13%,3.02%,3.66%,4.23%,4.55%,4.69%,4.79%,40%,6,,Europe,B,B,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,ALGEGLO,ALGECO GLOB FIN PLC,GLDA8P,SNRFOR,EUR,MM14,Composite,0.24%,0.25%,0.65%,1.13%,3.02%,3.66%,4.23%,4.55%,4.69%,4.79%,40%,6,,Europe,B,B,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,ALIBGRO,Alibaba Group Hldg Ltd,GG188G,SNRFOR,USD,CR14,Composite,0.13%,0.16%,0.32%,0.47%,0.78%,1.00%,1.17%,1.26%,1.30%,1.33%,40%,3,,OffShore,A,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,Thin,Thin,CcyGrp
06-Mar-19,ALINDR,Alliander NV,NN3BFM,SNRFOR,EUR,MM14,Composite,0.07%,0.09%,0.18%,0.28%,0.50%,0.59%,0.69%,0.76%,0.79%,0.80%,40%,4,Industrial,Europe,AA,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
