Date,Ticker,ShortName,RedCode,Tier,Ccy,DocClause,Contributor,Spread6m,Spread1y,Spread2y,Spread3y,Spread5y,Spread7y,Spread10y,Spread15y,Spread20y,Spread30y,Recovery,CompositeDepth5y,Sector,Region,AvRating,ImpliedRating,CompositeLevel6m,CompositeLevel1y,CompositeLevel2y,CompositeLevel3y,CompositeLevel5y,CompositeLevel7y,CompositeLevel10y,CompositeLevel15y,CompositeLevel20y,CompositeLevel30y,CompositeLevelRecovery
06-Mar-19,DAISNK,DAIICHI SANKYO Co Ltd,JK237C,SNRFOR,JPY,CR14,Composite,0.34%,0.38%,0.44%,0.49%,0.62%,0.71%,0.81%,0.86%,0.90%,0.96%,36.67%,3,,Asia,A,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,DAIWA,Daiwa Secs Gp Inc,2F746C,SNRFOR,JPY,CR14,Composite,0.11%,0.13%,0.18%,0.25%,0.44%,0.57%,0.63%,0.64%,0.65%,0.66%,35%,4,Financial,Asia,A,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,DAIWAH,Daiwa House Ind Co Ltd,JK2658,SNRFOR,JPY,CR14,Composite,0.08%,0.08%,0.11%,0.13%,0.21%,0.26%,0.29%,0.29%,0.29%,0.30%,35%,2,Consumer Cyclical,Asia,,A,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,DAL,Delta Air Lines Inc,26BA97,SNRFOR,USD,XR14,Composite,0.18%,0.21%,0.35%,0.53%,1.18%,,,,,,25%,2,Consumer Cyclical,N.Amer,BBB,BB,Thin,Thin,Thin,Thin,Thin,,,,,,Thin
06-Mar-19,DAMLR,Daimler AG,DE7C9Q,SNRFOR,EUR,MM14,Composite,0.11%,0.17%,0.28%,0.38%,0.70%,0.91%,1.09%,1.18%,1.22%,1.24%,40%,12,Consumer Cyclical,Europe,A,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,DAMLR-DNACorp,Daimler North America Corp,256BBN,SNRFOR,USD,XR14,Composite,,,,,0.86%,0.93%,1.04%,1.04%,1.04%,1.04%,40%,2,Consumer Cyclical,N.Amer,A,BB,,,,,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,DANAINC,Dana Inc,258DAH,SNRFOR,USD,XR14,Composite,,2.70%,2.82%,2.97%,3.51%,3.96%,4.33%,,,,58.00%,2,,N.Amer,BB,CCC,,Thin,Thin,Thin,Thin,Thin,Thin,,,,Thin
06-Mar-19,DANBNK,Danske Bk A S,2F9999,SNRFOR,EUR,MM14,Composite,0.19%,0.23%,0.33%,0.42%,0.61%,0.78%,0.90%,0.96%,1.01%,1.03%,40%,9,Financial,Europe,A,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,DANBNK,Danske Bk A S,2F9999,SNRLAC,EUR,MM14,Composite,0.45%,0.58%,0.79%,1.00%,1.39%,1.61%,1.80%,1.89%,1.97%,2.00%,40%,9,Financial,Europe,A,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,DANBNK,Danske Bk A S,2F9999,SUBLT2,EUR,MM14,Composite,0.71%,0.85%,1.12%,1.42%,1.95%,2.24%,2.48%,2.61%,2.69%,2.77%,20%,7,Financial,Europe,A,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,DANONE,DANONE,2F999Z,SNRFOR,EUR,MM14,Composite,0.04%,0.06%,0.11%,0.17%,0.33%,0.51%,0.65%,0.69%,0.71%,0.74%,40%,9,Consumer Stable,Europe,BBB,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,DATANG,Datang Intl Pwr Generation Co Ltd,YA2022,SNRFOR,USD,CR14,Composite,,1.00%,1.00%,1.00%,1.00%,1%,1.05%,,,,32.50%,2,,Asia,,BB,,Thin,Thin,Thin,Thin,Thin,Thin,,,,Thin
06-Mar-19,DAVITIN,DaVita Inc,25CA94,SNRFOR,USD,XR14,Composite,0.16%,0.19%,0.28%,0.48%,0.83%,1.07%,1.20%,1.26%,1.31%,1.34%,40%,4,,N.Amer,BB,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,CcyGrp,CcyGrp
06-Mar-19,DB,Deutsche Bk AG,2H6677,SNRFOR,EUR,MM14,Composite,0.37%,0.58%,1.00%,1.26%,1.56%,1.79%,1.93%,1.99%,2.03%,2.08%,40%,5,Financial,Europe,BBB,B,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,DB,Deutsche Bk AG,2H6677,SNRLAC,EUR,MM14,Composite,0.37%,0.58%,1.00%,1.26%,1.56%,1.79%,1.92%,1.99%,2.02%,2.07%,40%,5,Financial,Europe,BBB,B,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,DB,Deutsche Bk AG,2H6677,SUBLT2,EUR,MM14,Composite,0.86%,1.53%,2.13%,2.55%,3.11%,3.44%,3.59%,3.66%,3.70%,3.76%,20%,8,Financial,Europe,BBB,B,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,DBB,Deutsche Bahn AG,DE8FFT,SNRFOR,EUR,MM14,Composite,0.02%,0.04%,0.06%,0.07%,0.11%,0.20%,0.29%,0.31%,0.33%,0.37%,40%,4,Industrial,Europe,AA,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,DBJI,Dev Bk of Japan Inc,JK337L,SNRFOR,JPY,CR14,Composite,0.04%,0.05%,0.07%,0.11%,0.22%,0.31%,0.39%,0.41%,0.44%,0.46%,35%,3,Government,Asia,A,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,DBOERS,Deutsche Boerse AG,DE9GAI,SNRFOR,EUR,MM14,Composite,,0.37%,0.40%,0.44%,0.49%,0.53%,0.63%,,,,40%,2,Financial,Europe,AA,A,,Thin,Thin,Thin,Thin,Thin,Thin,,,,Thin
06-Mar-19,DBR,Fed Rep Germany,3AB549,SNRFOR,USD,CR14,Composite,0.02%,0.02%,0.05%,0.07%,0.12%,0.16%,0.22%,0.25%,0.27%,0.28%,40%,4,Government,Europe,AAA,AAA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,DBSSP-DBSBank,DBS Bk Ltd,YA225M,SNRFOR,USD,CR14,Composite,0.08%,0.08%,0.16%,0.24%,0.42%,0.56%,0.68%,0.71%,0.72%,0.75%,40%,5,Financial,Asia,AA,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,DBSSP-DBSBank,DBS Bk Ltd,YA225M,SUBLT2,USD,CR14,Composite,0.16%,0.17%,0.26%,0.38%,0.67%,0.84%,1.01%,1.21%,1.25%,1.31%,20%,5,Financial,Asia,AA,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,DCPM,DCP Midstream LLC,2F642S,SNRFOR,USD,XR14,Composite,,,,2.05%,2.15%,2.28%,2.33%,2.34%,2.35%,2.36%,40%,2,Energy,N.Amer,BB,B,,,,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,DD,E I du Pont de Nemours & Co,2I9887,SNRFOR,USD,XR14,Composite,0.03%,0.03%,0.06%,0.10%,0.21%,0.31%,0.42%,0.46%,0.49%,0.48%,40%,4,Materials,N.Amer,A,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,DDI,KDDI Corp,JM49C7,SNRFOR,JPY,CR14,Composite,0.05%,0.06%,0.09%,0.14%,0.28%,0.38%,0.44%,0.44%,0.44%,0.44%,35%,6,Communications and Technology,Asia,,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,DDRCORP,DDR Corp,2F648O,SNRFOR,USD,XR14,Composite,0.15%,0.16%,0.31%,0.50%,1.00%,1.38%,1.58%,1.67%,1.72%,1.78%,40%,8,Financial,N.Amer,BBB,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,DDS,Dillards Inc,2H946D,SNRFOR,USD,XR14,Composite,0.09%,0.14%,0.29%,0.80%,2.06%,2.71%,2.97%,3.15%,3.23%,3.15%,40%,6,Consumer Cyclical,N.Amer,BBB,B,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,DE,Deere & Co,2G85AI,SNRFOR,USD,XR14,Composite,0.07%,0.09%,0.14%,0.20%,0.41%,0.62%,0.77%,0.87%,0.92%,0.98%,40%,9,Consumer Cyclical,N.Amer,A,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,DE-JohnDeCap,John Deere Cap Corp,UW6863,SNRFOR,USD,XR14,Composite,0.08%,0.10%,0.18%,0.29%,0.54%,0.72%,0.86%,0.88%,0.89%,0.91%,40%,4,Financial,N.Amer,A,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,DELHIZ,Delhaize America LLC,26ACEN,SNRFOR,USD,XR14,Composite,0.05%,0.06%,0.11%,0.18%,0.39%,0.66%,0.86%,0.86%,0.86%,0.86%,40%,5,Consumer Stable,N.Amer,BBB,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,DELLN,Dell Inc,26B72T,SNRFOR,USD,XR14,Composite,0.20%,0.25%,0.48%,0.92%,1.99%,2.63%,3.01%,3.22%,3.34%,3.45%,40%,13,Communications and Technology,N.Amer,BB,B,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,DELWRA,St of DE,26A9B8,SNRFOR,USD,CR,Composite,,0.05%,,0.14%,0.26%,0.35%,,,,,70%,2,,N.Amer,,AA,,Thin,,Thin,Thin,Thin,,,,,Thin
06-Mar-19,DENK,Kdom Denmark,KPBDCX,SNRFOR,USD,CR14,Composite,0.02%,0.02%,0.03%,0.05%,0.10%,0.16%,0.21%,0.26%,0.28%,0.29%,40%,2,Government,Europe,AAA,AAA,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,DENKCOM,Denka Co Ltd,JK37CW,SNRFOR,JPY,CR14,Composite,0.19%,0.20%,0.24%,0.27%,0.33%,0.36%,,,,,35%,2,,Asia,,BBB,Thin,Thin,Thin,Thin,Thin,Thin,,,,,Thin
06-Mar-19,DENT,Dentsu Inc,JK327U,SNRFOR,JPY,CR14,Composite,,,,0.36%,0.47%,0.50%,0.53%,,,,36.50%,2,Communications and Technology,Asia,,BBB,,,,Thin,Thin,Thin,Thin,,,,Thin
06-Mar-19,DEPFA-Bank,DEPFA Bk Plc,GI9953,SNRFOR,EUR,MM14,Composite,0.48%,0.59%,0.65%,0.72%,0.87%,0.93%,0.96%,0.99%,1.00%,1.01%,40%,2,Financial,Europe,A,BB,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,DEUSAA,DE US Inc,2G58AI,SNRFOR,USD,XR14,Composite,0.07%,0.08%,0.12%,0.20%,0.37%,0.62%,0.77%,0.86%,0.92%,1.02%,40%,10,Consumer Stable,N.Amer,,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,DEXBB-AGM,Assur Gty Mun Corp,04A83H,SNRFOR,USD,XR14,Composite,0.12%,0.16%,0.25%,0.39%,0.81%,1.13%,1.33%,1.43%,1.51%,1.62%,40.60%,6,Financial,N.Amer,A,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,CcyGrp
06-Mar-19,DEXGRP-CredLoc,Dexia Cr Loc,FHAAAC,SNRFOR,EUR,MM14,Composite,0.37%,0.47%,0.68%,0.90%,1.28%,1.48%,1.66%,1.76%,1.84%,1.96%,40%,7,Financial,Europe,BBB,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,DEXGRP-CredLoc,Dexia Cr Loc,FHAAAC,SUBLT2,EUR,MM14,Composite,2.17%,1.77%,2.05%,2.38%,2.79%,3.05%,3.26%,3.38%,3.46%,3.58%,20%,7,Financial,Europe,BBB,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,DEXO,SODEXO,FND50F,SNRFOR,EUR,MM14,Composite,0.05%,0.06%,0.11%,0.17%,0.36%,0.51%,0.66%,0.74%,0.79%,0.84%,40%,7,Consumer Cyclical,Europe,A,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,DFHH,DEBENHAMS Fin Hldgs Ltd,GI9DFO,SNRFOR,EUR,MM14,Composite,0.70%,0.77%,1.12%,1.48%,1.75%,1.86%,1.99%,2.07%,2.10%,2.13%,40%,3,Consumer Cyclical,Europe,,B,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,DGX,Quest Diagnostics Inc,7BCB7P,SNRFOR,USD,XR14,Composite,0.07%,0.10%,0.17%,0.27%,0.53%,0.74%,0.89%,0.98%,1.03%,0.90%,40%,10,Industrial,N.Amer,BBB,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,CcyGrp
06-Mar-19,DHI,D R Horton Inc,2F664B,SNRFOR,USD,XR14,Composite,0.06%,0.09%,0.17%,0.33%,0.74%,1.07%,1.21%,1.42%,1.46%,1.50%,40%,6,Consumer Cyclical,N.Amer,BBB,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,DHI,D R Horton Inc,2F664B,SUBLT2,USD,XR14,Composite,0.06%,0.09%,0.17%,0.33%,0.74%,1.07%,1.21%,1.42%,1.47%,1.50%,20%,6,Consumer Cyclical,N.Amer,BBB,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,DHR,Danaher Corp,258DD6,SNRFOR,USD,XR14,Composite,0.08%,0.12%,0.22%,0.33%,0.63%,0.87%,1.04%,1.14%,1.18%,1.22%,40%,4,Industrial,N.Amer,A,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,DIAG,Diageo PLC,2H767T,SNRFOR,EUR,MM14,Composite,0.03%,0.04%,0.06%,0.07%,0.19%,0.34%,0.44%,0.48%,0.50%,0.53%,40%,7,Consumer Stable,Europe,A,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,DICC,DIC Corp,JK3A8G,SNRFOR,JPY,CR14,Composite,0.40%,0.46%,0.58%,0.70%,0.88%,0.98%,1.12%,1.15%,1.17%,1.18%,35%,4,Materials,Asia,BBB,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,DIS,Walt Disney Co,279AEF,SNRFOR,USD,XR14,Composite,0.04%,0.05%,0.07%,0.11%,0.21%,0.33%,0.40%,0.46%,0.49%,0.53%,40%,8,Consumer Cyclical,N.Amer,A,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,DISHN,DISH Network Corp,279B7M,SNRFOR,USD,XR14,Composite,0.72%,0.72%,1.58%,2.76%,5.57%,5.98%,6.21%,6.35%,6.40%,6.43%,40%,3,Communications and Technology,N.Amer,B,CCC,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,DISHN,DISH Network Corp,279B7M,SUBLT2,USD,XR14,Composite,1.09%,1.04%,2.27%,3.97%,8.01%,8.60%,8.96%,9.27%,,,30%,3,Communications and Technology,N.Amer,B,CCC,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,,,CcyGrp
06-Mar-19,DISHN-DDBSC,DISH DBS Corp,279AFU,SNRFOR,USD,XR14,Composite,0.44%,0.72%,1.55%,2.77%,5.53%,6.46%,6.44%,6.71%,6.82%,6.88%,40%,7,Communications and Technology,N.Amer,B,CCC,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,CcyGrp
06-Mar-19,DIXORET,DIXONS RETAIL GROUP LTD,GI9F8E,SNRFOR,EUR,MM14,Composite,0.04%,0.05%,0.07%,0.11%,0.16%,0.41%,0.49%,0.56%,0.60%,0.64%,40%,5,,Europe,,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,DJ,Dow Jones Co Inc,2I65B7,SNRFOR,USD,XR14,Composite,0.14%,0.14%,0.18%,0.24%,0.37%,0.39%,0.45%,0.49%,0.51%,0.53%,40%,3,Communications and Technology,N.Amer,,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,DLH,Duquesne Light Hldgs Inc,28C856,SNRFOR,USD,XR14,Composite,0.86%,0.86%,0.87%,0.89%,1.06%,1.09%,1.09%,1.10%,1.10%,1.11%,40%,2,Utilities,N.Amer,BBB,BB,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,DLPNRG,Dolphin Energy Ltd,MOAB81,SECDOM,USD,CR14,Composite,0.49%,0.52%,0.59%,0.65%,0.94%,1.14%,1.31%,1.35%,1.35%,1.35%,25%,2,,MiddleEast,A,BB,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,DLPNRG,Dolphin Energy Ltd,MOAB81,SNRFOR,USD,CR14,Composite,0.49%,0.52%,0.59%,0.65%,0.94%,1.14%,1.31%,1.35%,1.35%,1.35%,25%,2,,MiddleEast,A,BB,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,DLX,DELUXE CORP,UW6BFH,SNRFOR,USD,XR14,Composite,0.11%,0.13%,0.20%,0.28%,0.60%,1.32%,1.56%,1.72%,1.78%,1.83%,40%,8,Communications and Technology,N.Amer,,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,DMGOLN,DAILY MAIL GEN TR PLC,256B8T,SNRFOR,EUR,MM14,Composite,0.44%,0.62%,1.14%,1.66%,2.27%,2.51%,2.67%,2.78%,2.83%,2.87%,40%,3,Communications and Technology,Europe,BB,B,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,DNBASA,DNB Bk ASA,RS7A4V,SNRFOR,EUR,MM14,Composite,0.07%,0.10%,0.16%,0.22%,0.35%,0.45%,0.54%,0.58%,0.60%,0.62%,40%,6,Financial,Europe,AA,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,DNBASA,DNB Bk ASA,RS7A4V,SUBLT2,EUR,MM14,Composite,0.35%,0.51%,0.70%,0.89%,1.29%,1.47%,1.62%,1.65%,1.67%,1.68%,20%,6,Financial,Europe,AA,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,DNHOLD,Dean Hldg Co,2G65AM,SNRFOR,USD,XR14,Composite,7.78%,7.78%,10.66%,13.00%,13.95%,13.61%,13.20%,13.15%,13.08%,13.02%,40%,2,Consumer Stable,N.Amer,B,CCC,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,DNSFDS,Dean Foods Co,2G6597,SNRFOR,USD,XR14,Composite,6.67%,10.24%,13.18%,15.26%,15.74%,15.32%,14.88%,,,,40%,7,,N.Amer,B,CCC,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,,,,CcyGrp
06-Mar-19,DNY,R R Donnelley & Sons Co,27CFED,SNRFOR,USD,XR14,Composite,1.28%,1.54%,3.06%,5.12%,7.54%,8.22%,8.37%,8.63%,9.02%,,40%,10,Communications and Technology,N.Amer,B,CCC,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,,CcyGrp
06-Mar-19,DO,Diamond Offshore Drilling Inc,2H798D,SNRFOR,USD,XR14,Composite,0.50%,0.64%,1.32%,2.23%,4.19%,5.07%,5.25%,5.43%,5.53%,5.59%,40%,9,Energy,N.Amer,B,CCC,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,DOGUS,Dogus Hldg AS,MO8FAG,SNRFOR,USD,CR14,Composite,4.90%,4.91%,4.90%,4.90%,4.90%,4.90%,4.90%,4.90%,4.90%,4.90%,22.50%,2,,MiddleEast,B,CCC,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,DOHA,DOHA BANK,MOA99E,SNRFOR,USD,CR14,Composite,,,,,1.32%,1.59%,1.87%,2.09%,2.22%,2.37%,32.50%,2,,MiddleEast,A,BB,,,,,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,DOHA,DOHA BANK,MOA99E,SUBLT2,USD,CR14,Composite,,,,,2.02%,2.32%,2.62%,2.87%,3.01%,3.16%,17.50%,2,,MiddleEast,A,BB,,,,,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,DOL,Dole Food Co Inc,27BC65,SECDOM,USD,XR14,Composite,0.31%,0.32%,0.54%,0.94%,2.05%,2.90%,3.09%,3.25%,3.35%,3.17%,39.67%,6,Consumer Stable,N.Amer,B,B,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,DOL,Dole Food Co Inc,27BC65,SNRFOR,USD,XR14,Composite,0.31%,0.32%,0.54%,0.94%,2.05%,2.90%,3.09%,3.25%,3.35%,3.17%,39.67%,6,Consumer Stable,N.Amer,B,B,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,DOMC,Domtar Corp,27CCAE,SNRFOR,USD,XR14,Composite,0.08%,0.09%,0.17%,0.33%,0.78%,1.23%,1.54%,1.72%,1.83%,1.86%,40%,11,,N.Amer,BBB,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,DOMINEN,Dominion Energy Inc,27CA3F,SNRFOR,USD,XR14,Composite,0.07%,0.08%,0.13%,0.21%,0.40%,0.58%,0.69%,0.76%,0.81%,0.82%,40%,8,,N.Amer,BBB,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,DOMREP,Dominican Rep,27C85T,SNRFOR,USD,CR14,Composite,1.40%,1.60%,2.04%,2.44%,3.06%,3.45%,3.82%,3.81%,3.87%,3.92%,23.75%,4,Government,Caribbean,BB,B,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,DONQUI,Don Quijote Hldgs Co Ltd,JK35BN,SNRFOR,JPY,CR14,Composite,2.70%,2.77%,3.04%,3.30%,3.82%,4.34%,4.78%,,,,35%,2,,Asia,,CCC,Thin,Thin,Thin,Thin,Thin,Thin,Thin,,,,Thin
06-Mar-19,DOV,Dover Corp,2I6003,SNRFOR,USD,XR14,Composite,0.18%,0.20%,0.30%,0.40%,0.65%,0.86%,1.03%,1.10%,1.14%,1.18%,40%,6,Industrial,N.Amer,BBB,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,DOW,Dow Chem Co,2I6597,SNRFOR,USD,XR14,Composite,0.11%,0.12%,0.22%,0.38%,0.82%,1.08%,1.26%,1.36%,1.42%,1.51%,40%,11,Materials,N.Amer,BBB,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,DOWAH,DOWA Hldgs Co Ltd,JK35CO,SNRFOR,JPY,CR14,Composite,,,,,1.23%,1.37%,1.50%,1.55%,1.68%,1.91%,35%,2,Materials,Asia,,B,,,,,Thin,Thin,Thin,Thin,Thin,Thin,Thin
