"Date","Timezone","Ticker","ShortName","RedCode","Tier","Ccy","DocClause","Spread6m","Spread1y","Spread2y","Spread3y","Spread4y","Spread5y","Spread7y","Spread10y","Spread15y","Spread20y","Spread30y","Recovery","DataRating","Sector","Region","Country","AvRating","ImpliedRating"
"06-MAR-19","E","APA","APACHE CORP","03AB52","SNRFOR","JPY","MR14","0.129763%","0.148869%","0.25146999999999997%","0.49280599999999997%","0.790352%","1.091796%","1.515115%","1.833568%","2.035299%","2.16053%","2.1883280000000003%","40%","","Energy","N.Amer","United States","BBB","BB"
"06-MAR-19","E","APA","APACHE CORP","03AB52","SNRFOR","SEK","XR14","0.12639%","0.14524600000000001%","0.245495%","0.481215%","0.7718520000000001%","1.066327%","1.479916%","1.791048%","1.979989%","2.101616%","2.136196%","40%","","Energy","N.Amer","United States","BBB","BB"
"06-MAR-19","E","APA","APACHE CORP","03AB52","SNRFOR","USD","MR14","0.129763%","0.148869%","0.25146999999999997%","0.49280599999999997%","0.790352%","1.091796%","1.515115%","1.833568%","2.035299%","2.16053%","2.1883280000000003%","40%","","Energy","N.Amer","United States","BBB","BB"
"06-MAR-19","E","APA","APACHE CORP","03AB52","SNRFOR","USD","XR14","0.12639%","0.14524600000000001%","0.245495%","0.481215%","0.7718520000000001%","1.066327%","1.479916%","1.791048%","1.979989%","2.101616%","2.136196%","40%","","Energy","N.Amer","United States","BBB","BB"
"06-MAR-19","E","APC","ADARKO PETROLEUM CORP","0A3576","SNRFOR","EUR","MR14","0.102739%","0.15170699999999998%","0.25712999999999997%","0.49305800000000005%","0.7996700000000001%","1.120814%","1.561962%","1.822903%","2.028483%","2.12066%","2.1979450000000003%","40%","","Energy","N.Amer","United States","BBB","BB"
"06-MAR-19","E","APC","ADARKO PETROLEUM CORP","0A3576","SNRFOR","EUR","XR14","0.100073%","0.148018%","0.251022%","0.48145999999999994%","0.7809550000000001%","1.094676%","1.525685%","1.7806570000000002%","1.973428%","2.0628279999999997%","2.145651%","40%","","Energy","N.Amer","United States","BBB","BB"
"06-MAR-19","E","APC","ADARKO PETROLEUM CORP","0A3576","SNRFOR","SEK","XR14","0.100073%","0.148018%","0.251022%","0.48145999999999994%","0.7809550000000001%","1.094676%","1.525685%","1.7806570000000002%","1.973428%","2.0628279999999997%","2.145651%","40%","","Energy","N.Amer","United States","BBB","BB"
"06-MAR-19","E","APC","ADARKO PETROLEUM CORP","0A3576","SNRFOR","USD","MR14","0.102739%","0.15170699999999998%","0.25712999999999997%","0.49305800000000005%","0.7996700000000001%","1.120814%","1.561962%","1.822903%","2.028483%","2.12066%","2.1979450000000003%","40%","","Energy","N.Amer","United States","BBB","BB"
"06-MAR-19","E","APC","ADARKO PETROLEUM CORP","0A3576","SNRFOR","USD","XR14","0.100073%","0.148018%","0.251022%","0.48145999999999994%","0.7809550000000001%","1.094676%","1.525685%","1.7806570000000002%","1.973428%","2.0628279999999997%","2.145651%","40%","","Energy","N.Amer","United States","BBB","BB"
"06-MAR-19","E","APD","Air Prods & Chems Inc","009A6D","SNRFOR","EUR","MR14","0.08755399999999999%","0.095056%","0.161089%","0.24825899999999998%","0.340828%","0.444522%","0.620682%","0.764227%","0.818699%","0.847271%","0.8657720000000001%","40%","","Basic Materials","N.Amer","United States","A","A"
"06-MAR-19","E","APD","Air Prods & Chems Inc","009A6D","SNRFOR","EUR","XR14","0.08521%","0.092512%","0.156778%","0.24161500000000002%","0.331706%","0.432357%","0.604069%","0.743774%","0.796788%","0.824594%","0.842599%","40%","","Basic Materials","N.Amer","United States","A","A"
"06-MAR-19","E","APD","Air Prods & Chems Inc","009A6D","SNRFOR","USD","CR14","0.08755399999999999%","0.095056%","0.161089%","0.24825899999999998%","0.340828%","0.444522%","0.620682%","0.764227%","0.818699%","0.847271%","0.8657720000000001%","40%","","Basic Materials","N.Amer","United States","A","A"
"06-MAR-19","E","APD","Air Prods & Chems Inc","009A6D","SNRFOR","USD","MR14","0.08755399999999999%","0.095056%","0.161089%","0.24825899999999998%","0.340828%","0.444522%","0.620682%","0.764227%","0.818699%","0.847271%","0.8657720000000001%","40%","","Basic Materials","N.Amer","United States","A","A"
"06-MAR-19","E","APD","Air Prods & Chems Inc","009A6D","SNRFOR","USD","XR14","0.08521%","0.092512%","0.156778%","0.24161500000000002%","0.331706%","0.432357%","0.604069%","0.743774%","0.796788%","0.824594%","0.842599%","40%","","Basic Materials","N.Amer","United States","A","A"
"06-MAR-19","E","APLINC","Apple Inc.","03AFCJ","SNRFOR","USD","MR14","0.05949%","0.058942%","0.07695199999999999%","0.110039%","0.150456%","0.199133%","0.292235%","0.405234%","0.48129799999999995%","0.5253289999999999%","0.520737%","40%","","Technology","N.Amer","United States","AA","AA"
"06-MAR-19","E","APLINC","Apple Inc.","03AFCJ","SNRFOR","USD","XR14","0.05949%","0.058942%","0.07695199999999999%","0.110039%","0.150456%","0.199133%","0.292235%","0.405234%","0.48129799999999995%","0.5253289999999999%","0.520737%","40%","","Technology","N.Amer","United States","AA","AA"
"06-MAR-19","E","APPLE","NY City NY","6ADFCL","SNRFOR","USD","CR","","0.045547%","0.07086100000000001%","0.152873%","0.22639%","0.316718%","0.466504%","0.628291%","","","","68.333333%","","Government","N.Amer","United States","","AA"
"06-MAR-19","E","APRR","APRR","FF37A1","SNRFOR","EUR","MM14","0.46277%","0.5559620000000001%","0.806714%","0.9976820000000001%","1.0641690000000001%","1.128062%","","","","","","40%","","Industrials","Europe","France","A","BB"
"06-MAR-19","E","APTPIP","APT PIPELINES LTD","QQ49CF","SNRFOR","USD","MR14","0.168098%","0.341614%","0.408047%","0.599901%","0.7245050000000001%","0.887363%","1.045948%","1.166048%","1.2276520000000002%","1.278392%","1.358751%","40%","","Energy","Oceania","Australia","BBB","BB"
"06-MAR-19","E","ARABBC","Arab Bkg Corp BSC","MN46A7","SNRFOR","USD","CR14","","","","2.376623%","2.6230900000000004%","2.86871%","3.0135%","","","","","25%","","Government","MiddleEast","Bahrain","BBB","B"
"06-MAR-19","E","ARABBC","Arab Bkg Corp BSC","MN46A7","SNRFOR","USD","MM14","","","","2.376623%","2.6230900000000004%","2.86871%","3.0135%","","","","","25%","","Government","MiddleEast","Bahrain","BBB","B"
"06-MAR-19","E","ARAMSER","Aramark Service In","03BD7I","SNRFOR","EUR","XR14","0.141815%","0.14357599999999998%","0.254009%","0.45901600000000004%","0.73467%","1.042969%","1.555729%","1.720495%","1.785816%","1.812347%","1.868591%","40%","","Consumer Services","N.Amer","United States","BB","BB"
"06-MAR-19","E","ARAMSER","Aramark Service In","03BD7I","SNRFOR","USD","MR14","0.14609899999999998%","0.14777200000000001%","0.261123%","0.471642%","0.755018%","1.07209%","1.5994769999999998%","1.76949%","1.837268%","1.864781%","1.9228740000000002%","40%","","Consumer Services","N.Amer","United States","BB","BB"
"06-MAR-19","E","ARAMSER","Aramark Service In","03BD7I","SNRFOR","USD","XR14","0.141815%","0.14357599999999998%","0.254009%","0.45901600000000004%","0.73467%","1.042969%","1.555729%","1.720495%","1.785816%","1.812347%","1.868591%","40%","","Consumer Services","N.Amer","United States","BB","BB"
"06-MAR-19","E","ARCEUSA","ArcelorMittal USA LLC","03CCAO","SNRFOR","USD","MR14","","","2.248613%","2.352017%","2.451467%","2.598216%","2.601832%","2.604504%","","","","40%","","Basic Materials","N.Amer","United States","BB","B"
"06-MAR-19","E","ARCEUSA","ArcelorMittal USA LLC","03CCAO","SNRFOR","USD","XR14","","","2.248613%","2.352017%","2.451467%","2.598216%","2.601832%","2.604504%","","","","40%","","Basic Materials","N.Amer","United States","BB","B"
"06-MAR-19","E","ARCONIN","Arconic Inc.","03CFCL","SNRFOR","CAD","XR14","0.23008199999999998%","0.26533799999999996%","0.44002800000000003%","0.957673%","1.561329%","2.152874%","2.7180619999999998%","3.140264%","3.377361%","3.5378109999999996%","3.587444%","40%","","Basic Materials","N.Amer","United States","BB","B"
"06-MAR-19","E","ARCONIN","Arconic Inc.","03CFCL","SNRFOR","CHF","XR14","0.23008199999999998%","0.26533799999999996%","0.44002800000000003%","0.957673%","1.561329%","2.152874%","2.7180619999999998%","3.140264%","3.377361%","3.5378109999999996%","3.587444%","40%","","Basic Materials","N.Amer","United States","BB","B"
"06-MAR-19","E","ARCONIN","Arconic Inc.","03CFCL","SNRFOR","EUR","MR14","0.240092%","0.275619%","0.454111%","0.984521%","1.602883%","2.209471%","2.790435%","3.226416%","3.475002%","3.6441540000000003%","3.704113%","40%","","Basic Materials","N.Amer","United States","BB","B"
"06-MAR-19","E","ARCONIN","Arconic Inc.","03CFCL","SNRFOR","EUR","XR14","0.23008199999999998%","0.26533799999999996%","0.44002800000000003%","0.957673%","1.561329%","2.152874%","2.7180619999999998%","3.140264%","3.377361%","3.5378109999999996%","3.587444%","40%","","Basic Materials","N.Amer","United States","BB","B"
"06-MAR-19","E","ARCONIN","Arconic Inc.","03CFCL","SNRFOR","JPY","MR14","0.240092%","0.275619%","0.454111%","0.984521%","1.602883%","2.209471%","2.790435%","3.226416%","3.475002%","3.6441540000000003%","3.704113%","40%","","Basic Materials","N.Amer","United States","BB","B"
"06-MAR-19","E","ARCONIN","Arconic Inc.","03CFCL","SNRFOR","USD","CR14","0.240092%","0.275619%","0.454111%","0.984521%","1.602883%","2.209471%","2.790435%","3.226416%","3.475002%","3.6441540000000003%","3.704113%","40%","","Basic Materials","N.Amer","United States","BB","B"
"06-MAR-19","E","ARCONIN","Arconic Inc.","03CFCL","SNRFOR","USD","MR14","0.240092%","0.275619%","0.454111%","0.984521%","1.602883%","2.209471%","2.790435%","3.226416%","3.475002%","3.6441540000000003%","3.704113%","40%","","Basic Materials","N.Amer","United States","BB","B"
"06-MAR-19","E","ARCONIN","Arconic Inc.","03CFCL","SNRFOR","USD","XR14","0.23008199999999998%","0.26533799999999996%","0.44002800000000003%","0.957673%","1.561329%","2.152874%","2.7180619999999998%","3.140264%","3.377361%","3.5378109999999996%","3.587444%","40%","","Basic Materials","N.Amer","United States","BB","B"
"06-MAR-19","E","ARCST","Archstone","03CEDN","SNRFOR","USD","MR14","0.784237%","0.784445%","1.155974%","1.4548169999999998%","1.747093%","2.045251%","2.234022%","2.399106%","2.470562%","2.509981%","2.547994%","40%","","Financials","N.Amer","United States","","B"
"06-MAR-19","E","ARCST","Archstone","03CEDN","SNRFOR","USD","XR14","0.759547%","0.7597269999999999%","1.119532%","1.408954%","1.692008%","1.980759%","2.163529%","2.3233360000000003%","2.392398%","2.430438%","2.467025%","40%","","Financials","N.Amer","United States","","B"
"06-MAR-19","E","ARDAPAC","ARDAGH PACKAGING FIN PUB LTD CO","GG49CQ","SECDOM","EUR","MM14","0.163515%","0.271249%","0.5539729999999999%","0.928605%","1.658099%","2.372924%","3.222654%","3.755861%","3.954567%","4.058045%","4.08928%","40%","","Industrials","Europe","Ireland","B","B"
"06-MAR-19","E","ARDAPAC","ARDAGH PACKAGING FIN PUB LTD CO","GG49CQ","SNRFOR","CHF","MM14","0.163515%","0.271249%","0.5539729999999999%","0.928605%","1.658099%","2.372924%","3.222654%","3.755861%","3.954567%","4.058045%","4.08928%","40%","","Industrials","Europe","Ireland","B","B"
"06-MAR-19","E","ARDAPAC","ARDAGH PACKAGING FIN PUB LTD CO","GG49CQ","SNRFOR","EUR","MM14","0.163515%","0.271249%","0.5539729999999999%","0.928605%","1.658099%","2.372924%","3.222654%","3.755861%","3.954567%","4.058045%","4.08928%","40%","","Industrials","Europe","Ireland","B","B"
"06-MAR-19","E","ARDAPAC","ARDAGH PACKAGING FIN PUB LTD CO","GG49CQ","SNRFOR","GBP","MM14","0.163515%","0.271249%","0.5539729999999999%","0.928605%","1.658099%","2.372924%","3.222654%","3.755861%","3.954567%","4.058045%","4.08928%","40%","","Industrials","Europe","Ireland","B","B"
"06-MAR-19","E","ARDAPAC","ARDAGH PACKAGING FIN PUB LTD CO","GG49CQ","SNRFOR","SEK","MM14","0.163515%","0.271249%","0.5539729999999999%","0.928605%","1.658099%","2.372924%","3.222654%","3.755861%","3.954567%","4.058045%","4.08928%","40%","","Industrials","Europe","Ireland","B","B"
"06-MAR-19","E","ARDAPAC","ARDAGH PACKAGING FIN PUB LTD CO","GG49CQ","SNRFOR","USD","MM14","0.163515%","0.271249%","0.5539729999999999%","0.928605%","1.658099%","2.372924%","3.222654%","3.755861%","3.954567%","4.058045%","4.08928%","40%","","Industrials","Europe","Ireland","B","B"
"06-MAR-19","E","ARECP","Ares Cap Corp","0E411L","SNRFOR","USD","MR14","0.485367%","0.66297%","1.09988%","1.5693309999999998%","2.282377%","2.9565729999999997%","3.995538%","4.800588%","5.21976%","5.449309%","5.655231000000001%","40%","","Financials","N.Amer","United States","BBB","B"
"06-MAR-19","E","ARECP","Ares Cap Corp","0E411L","SNRFOR","USD","XR14","0.46895499999999996%","0.64055%","1.0626820000000001%","1.516253%","2.20518%","2.856564%","3.8603940000000003%","4.638286%","5.043347%","5.265184%","5.463896%","40%","","Financials","N.Amer","United States","BBB","B"
"06-MAR-19","E","ARGENT","Argentine Rep","PP7D7E","SNRFOR","EUR","CR14","2.696535%","5.14466%","7.655375%","7.713431%","7.605785%","7.582435%","7.607031999999999%","7.640118999999999%","7.655494%","7.677197%","7.691095000000001%","26.8125%","","Government","Lat.Amer","Argentina","B","CCC"
"06-MAR-19","E","ARGENT","Argentine Rep","PP7D7E","SNRFOR","JPY","CR14","2.696535%","5.14466%","7.655375%","7.713431%","7.605785%","7.582435%","7.607031999999999%","7.640118999999999%","7.655494%","7.677197%","7.691095000000001%","26.8125%","","Government","Lat.Amer","Argentina","B","CCC"
"06-MAR-19","E","ARGENT","Argentine Rep","PP7D7E","SNRFOR","USD","CR14","2.696535%","5.14466%","7.655375%","7.713431%","7.605785%","7.582435%","7.607031999999999%","7.640118999999999%","7.655494%","7.677197%","7.691095000000001%","26.8125%","","Government","Lat.Amer","Argentina","B","CCC"
"06-MAR-19","E","ARMLL","ArcelorMittal","LL332J","SECDOM","EUR","MM14","0.120871%","0.184694%","0.334337%","0.711183%","1.159491%","1.5816050000000001%","2.121941%","2.407523%","2.515747%","2.562044%","2.6189210000000003%","39.800000000000004%","","Basic Materials","Europe","Luxembourg","BBB","B"
"06-MAR-19","E","ARMLL","ArcelorMittal","LL332J","SNRFOR","AUD","MM14","0.120871%","0.184694%","0.334337%","0.711183%","1.159491%","1.5816050000000001%","2.121941%","2.407523%","2.515747%","2.562044%","2.6189210000000003%","39.800000000000004%","","Basic Materials","Europe","Luxembourg","BBB","B"
"06-MAR-19","E","ARMLL","ArcelorMittal","LL332J","SNRFOR","CHF","MM14","0.120871%","0.184694%","0.334337%","0.711183%","1.159491%","1.5816050000000001%","2.121941%","2.407523%","2.515747%","2.562044%","2.6189210000000003%","39.800000000000004%","","Basic Materials","Europe","Luxembourg","BBB","B"
"06-MAR-19","E","ARMLL","ArcelorMittal","LL332J","SNRFOR","EUR","CR14","0.126851%","0.193904%","0.351028%","0.746414%","1.216587%","1.6591120000000001%","2.225366%","2.524877%","2.6392949999999997%","2.6885909999999997%","2.749003%","39.800000000000004%","","Basic Materials","Europe","Luxembourg","BBB","B"
"06-MAR-19","E","ARMLL","ArcelorMittal","LL332J","SNRFOR","EUR","MM14","0.120871%","0.184694%","0.334337%","0.711183%","1.159491%","1.5816050000000001%","2.121941%","2.407523%","2.515747%","2.562044%","2.6189210000000003%","39.800000000000004%","","Basic Materials","Europe","Luxembourg","BBB","B"
"06-MAR-19","E","ARMLL","ArcelorMittal","LL332J","SNRFOR","EUR","MR14","0.120871%","0.184694%","0.334337%","0.711183%","1.159491%","1.5816050000000001%","2.121941%","2.407523%","2.515747%","2.562044%","2.6189210000000003%","39.800000000000004%","","Basic Materials","Europe","Luxembourg","BBB","B"
"06-MAR-19","E","ARMLL","ArcelorMittal","LL332J","SNRFOR","GBP","MM14","0.120871%","0.184694%","0.334337%","0.711183%","1.159491%","1.5816050000000001%","2.121941%","2.407523%","2.515747%","2.562044%","2.6189210000000003%","39.800000000000004%","","Basic Materials","Europe","Luxembourg","BBB","B"
"06-MAR-19","E","ARMLL","ArcelorMittal","LL332J","SNRFOR","JPY","MM14","0.120871%","0.184694%","0.334337%","0.711183%","1.159491%","1.5816050000000001%","2.121941%","2.407523%","2.515747%","2.562044%","2.6189210000000003%","39.800000000000004%","","Basic Materials","Europe","Luxembourg","BBB","B"
"06-MAR-19","E","ARMLL","ArcelorMittal","LL332J","SNRFOR","SEK","MM14","0.120871%","0.184694%","0.334337%","0.711183%","1.159491%","1.5816050000000001%","2.121941%","2.407523%","2.515747%","2.562044%","2.6189210000000003%","39.800000000000004%","","Basic Materials","Europe","Luxembourg","BBB","B"
"06-MAR-19","E","ARMLL","ArcelorMittal","LL332J","SNRFOR","USD","CR14","0.126851%","0.193904%","0.351028%","0.746414%","1.216587%","1.6591120000000001%","2.225366%","2.524877%","2.6392949999999997%","2.6885909999999997%","2.749003%","39.800000000000004%","","Basic Materials","Europe","Luxembourg","BBB","B"
"06-MAR-19","E","ARMLL","ArcelorMittal","LL332J","SNRFOR","USD","MM14","0.120871%","0.184694%","0.334337%","0.711183%","1.159491%","1.5816050000000001%","2.121941%","2.407523%","2.515747%","2.562044%","2.6189210000000003%","39.800000000000004%","","Basic Materials","Europe","Luxembourg","BBB","B"
"06-MAR-19","E","ARMLL-FRA","ARCELORMITTAL FRANCE","FF39EO","SNRFOR","EUR","CR14","0.094372%","0.154114%","0.311422%","0.7351350000000001%","1.150563%","1.5656050000000001%","2.18995%","2.426469%","2.385002%","2.367571%","2.3536580000000002%","40%","","Basic Materials","Europe","France","","B"
"06-MAR-19","E","ARMLL-FRA","ARCELORMITTAL FRANCE","FF39EO","SNRFOR","EUR","MM14","0.094372%","0.154114%","0.311422%","0.7351350000000001%","1.150563%","1.5656050000000001%","2.18995%","2.426469%","2.385002%","2.367571%","2.3536580000000002%","40%","","Basic Materials","Europe","France","","B"
"06-MAR-19","E","ARMLL-FRA","ARCELORMITTAL FRANCE","FF39EO","SNRFOR","USD","CR14","0.094372%","0.154114%","0.311422%","0.7351350000000001%","1.150563%","1.5656050000000001%","2.18995%","2.426469%","2.385002%","2.367571%","2.3536580000000002%","40%","","Basic Materials","Europe","France","","B"
"06-MAR-19","E","ARMLL-FRA","ARCELORMITTAL FRANCE","FF39EO","SNRFOR","USD","MM14","0.094372%","0.154114%","0.311422%","0.7351350000000001%","1.150563%","1.5656050000000001%","2.18995%","2.426469%","2.385002%","2.367571%","2.3536580000000002%","40%","","Basic Materials","Europe","France","","B"
"06-MAR-19","E","ARMLL-Fin","ArcelorMittal Fin","LL332I","SNRFOR","CHF","MM14","0.452074%","0.49333600000000005%","0.724229%","0.9840770000000001%","1.125747%","1.295899%","1.3719109999999999%","1.4582249999999999%","1.49286%","1.511497%","1.51882%","40%","","Basic Materials","Europe","Luxembourg","BB","BB"
"06-MAR-19","E","ARMLL-Fin","ArcelorMittal Fin","LL332I","SNRFOR","EUR","CR14","0.452074%","0.49333600000000005%","0.724229%","0.9840770000000001%","1.125747%","1.295899%","1.3719109999999999%","1.4582249999999999%","1.49286%","1.511497%","1.51882%","40%","","Basic Materials","Europe","Luxembourg","BB","BB"
"06-MAR-19","E","ARMLL-Fin","ArcelorMittal Fin","LL332I","SNRFOR","EUR","MM14","0.452074%","0.49333600000000005%","0.724229%","0.9840770000000001%","1.125747%","1.295899%","1.3719109999999999%","1.4582249999999999%","1.49286%","1.511497%","1.51882%","40%","","Basic Materials","Europe","Luxembourg","BB","BB"
"06-MAR-19","E","ARMLL-Fin","ArcelorMittal Fin","LL332I","SNRFOR","USD","MM14","0.452074%","0.49333600000000005%","0.724229%","0.9840770000000001%","1.125747%","1.295899%","1.3719109999999999%","1.4582249999999999%","1.49286%","1.511497%","1.51882%","40%","","Basic Materials","Europe","Luxembourg","BB","BB"
"06-MAR-19","E","AROUSA","Aroundtown SA","LL28FO","SNRFOR","EUR","MM14","0.169708%","0.33756200000000003%","0.575048%","0.8926270000000001%","1.15754%","1.419576%","1.7152370000000001%","2.007623%","1.9541110000000002%","2.032515%","2.116426%","40%","","Financials","Europe","Luxembourg","BBB","BB"
"06-MAR-19","E","AROUSA","Aroundtown SA","LL28FO","SUBLT2","EUR","MM14","0.266833%","0.471679%","0.8009240000000001%","1.221355%","1.646999%","2.064919%","2.610065%","3.103612%","3.1217260000000002%","3.232782%","3.331504%","20%","","Financials","Europe","Luxembourg","BBB","BB"
"06-MAR-19","E","ARW","ARROW ELECTRS INC","0E69A8","SNRFOR","AUD","MR14","0.070172%","0.107167%","0.22259900000000002%","0.377131%","0.5524399999999999%","0.761599%","1.036135%","1.2352480000000001%","1.3026920000000002%","1.472004%","1.5399390000000002%","40%","","Technology","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","ARW","ARROW ELECTRS INC","0E69A8","SNRFOR","EUR","MR14","0.070172%","0.107167%","0.22259900000000002%","0.377131%","0.5524399999999999%","0.761599%","1.036135%","1.2352480000000001%","1.3026920000000002%","1.472004%","1.5399390000000002%","40%","","Technology","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","ARW","ARROW ELECTRS INC","0E69A8","SNRFOR","EUR","XR14","0.068501%","0.104849%","0.21789399999999998%","0.369226%","0.540913%","0.74502%","1.014662%","1.2096559999999998%","1.275782%","1.438185%","1.504373%","40%","","Technology","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","ARW","ARROW ELECTRS INC","0E69A8","SNRFOR","SEK","XR14","0.068501%","0.104849%","0.21789399999999998%","0.369226%","0.540913%","0.74502%","1.014662%","1.2096559999999998%","1.275782%","1.438185%","1.504373%","40%","","Technology","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","ARW","ARROW ELECTRS INC","0E69A8","SNRFOR","USD","MR14","0.070172%","0.107167%","0.22259900000000002%","0.377131%","0.5524399999999999%","0.761599%","1.036135%","1.2352480000000001%","1.3026920000000002%","1.472004%","1.5399390000000002%","40%","","Technology","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","ARW","ARROW ELECTRS INC","0E69A8","SNRFOR","USD","XR14","0.068501%","0.104849%","0.21789399999999998%","0.369226%","0.540913%","0.74502%","1.014662%","1.2096559999999998%","1.275782%","1.438185%","1.504373%","40%","","Technology","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","ASACHE","Asahi Kasei Corp","0E7740","SNRFOR","JPY","CR14","0.056141%","0.085496%","0.145626%","0.211041%","0.31039%","0.40942%","0.5117700000000001%","0.579449%","0.579485%","0.579731%","0.580364%","35%","","Basic Materials","Asia","Japan","A","BBB"
"06-MAR-19","E","ASACHE","Asahi Kasei Corp","0E7740","SNRFOR","JPY","XR14","0.056141%","0.085496%","0.145626%","0.211041%","0.31039%","0.40942%","0.5117700000000001%","0.579449%","0.579485%","0.579731%","0.580364%","35%","","Basic Materials","Asia","Japan","A","BBB"
"06-MAR-19","E","ASACHE","Asahi Kasei Corp","0E7740","SNRFOR","USD","CR14","0.056141%","0.085496%","0.145626%","0.211041%","0.31039%","0.40942%","0.5117700000000001%","0.579449%","0.579485%","0.579731%","0.580364%","35%","","Basic Materials","Asia","Japan","A","BBB"
"06-MAR-19","E","ASGHL","Asahi Group Hldgs Ltd","JJ2310","SNRFOR","EUR","CR14","0.051900999999999996%","0.07392399999999999%","0.11228099999999999%","0.159807%","0.23980300000000002%","0.319763%","0.405755%","0.48726200000000003%","0.487016%","0.487309%","0.48806%","35%","","Consumer Goods","Asia","Japan","BBB","A"
"06-MAR-19","E","ASGHL","Asahi Group Hldgs Ltd","JJ2310","SNRFOR","JPY","CR14","0.051900999999999996%","0.07392399999999999%","0.11228099999999999%","0.159807%","0.23980300000000002%","0.319763%","0.405755%","0.48726200000000003%","0.487016%","0.487309%","0.48806%","35%","","Consumer Goods","Asia","Japan","BBB","A"
"06-MAR-19","E","ASGHL","Asahi Group Hldgs Ltd","JJ2310","SNRFOR","JPY","XR14","0.051900999999999996%","0.07392399999999999%","0.11228099999999999%","0.159807%","0.23980300000000002%","0.319763%","0.405755%","0.48726200000000003%","0.487016%","0.487309%","0.48806%","35%","","Consumer Goods","Asia","Japan","BBB","A"
"06-MAR-19","E","ASGHL","Asahi Group Hldgs Ltd","JJ2310","SNRFOR","USD","CR14","0.051900999999999996%","0.07392399999999999%","0.11228099999999999%","0.159807%","0.23980300000000002%","0.319763%","0.405755%","0.48726200000000003%","0.487016%","0.487309%","0.48806%","35%","","Consumer Goods","Asia","Japan","BBB","A"
"06-MAR-19","E","ASHLLLC","Ashland LLC","0E876I","SNRFOR","EUR","MR14","0.101739%","0.158745%","0.24383500000000002%","0.39315%","0.583268%","0.8188580000000001%","1.1648230000000002%","1.3626209999999999%","","","1.3693739999999999%","40%","","Basic Materials","N.Amer","United States","BB","BBB"
"06-MAR-19","E","ASHLLLC","Ashland LLC","0E876I","SNRFOR","EUR","XR14","0.101739%","0.158745%","0.24383500000000002%","0.39315%","0.583268%","0.8188580000000001%","1.1648230000000002%","1.3626209999999999%","","","1.3693739999999999%","40%","","Basic Materials","N.Amer","United States","BB","BBB"
"06-MAR-19","E","ASHLLLC","Ashland LLC","0E876I","SNRFOR","USD","MR14","0.101739%","0.158745%","0.24383500000000002%","0.39315%","0.583268%","0.8188580000000001%","1.1648230000000002%","1.3626209999999999%","","","1.3693739999999999%","40%","","Basic Materials","N.Amer","United States","BB","BBB"
"06-MAR-19","E","ASHLLLC","Ashland LLC","0E876I","SNRFOR","USD","XR14","0.101739%","0.158745%","0.24383500000000002%","0.39315%","0.583268%","0.8188580000000001%","1.1648230000000002%","1.3626209999999999%","","","1.3693739999999999%","40%","","Basic Materials","N.Amer","United States","BB","BBB"
"06-MAR-19","E","ASIA","Asian Dev Bk","0E967D","SNRFOR","EUR","CR14","0.100676%","0.113943%","0.13417800000000002%","0.19326000000000002%","0.224553%","0.267644%","0.364367%","0.420131%","0.470712%","0.501659%","0.539035%","38.333333%","","Government","Supra","Supra National","AAA","AA"
"06-MAR-19","E","ASIA","Asian Dev Bk","0E967D","SNRFOR","JPY","CR14","0.100676%","0.113943%","0.13417800000000002%","0.19326000000000002%","0.224553%","0.267644%","0.364367%","0.420131%","0.470712%","0.501659%","0.539035%","38.333333%","","Government","Supra","Supra National","AAA","AA"
"06-MAR-19","E","ASIA","Asian Dev Bk","0E967D","SNRFOR","USD","CR14","0.100676%","0.113943%","0.13417800000000002%","0.19326000000000002%","0.224553%","0.267644%","0.364367%","0.420131%","0.470712%","0.501659%","0.539035%","38.333333%","","Government","Supra","Supra National","AAA","AA"
"06-MAR-19","E","ASSAAB","ASSA ABLOY AB","WW8984","SNRFOR","EUR","CR14","0.066905%","0.10110500000000001%","0.177261%","0.269899%","0.360801%","0.45190600000000003%","0.575144%","0.664893%","0.7560250000000001%","0.808612%","0.874977%","40%","","Industrials","Europe","Sweden","A","BBB"
"06-MAR-19","E","ASSAAB","ASSA ABLOY AB","WW8984","SNRFOR","EUR","MM14","0.063461%","0.095903%","0.168139%","0.256008%","0.342232%","0.428648%","0.5455409999999999%","0.630662%","0.7170949999999999%","0.766966%","0.829884%","40%","","Industrials","Europe","Sweden","A","BBB"
"06-MAR-19","E","ASSAAB","ASSA ABLOY AB","WW8984","SNRFOR","USD","MM14","0.063461%","0.095903%","0.168139%","0.256008%","0.342232%","0.428648%","0.5455409999999999%","0.630662%","0.7170949999999999%","0.766966%","0.829884%","40%","","Industrials","Europe","Sweden","A","BBB"
"06-MAR-19","E","ASSGEN","Assicurazioni Generali S p A","0E996B","SNRFOR","EUR","CR14","0.21457500000000002%","0.291573%","0.47557399999999994%","0.629141%","0.8194699999999999%","1.014967%","1.271371%","1.4245860000000001%","1.494005%","1.5333130000000001%","1.5797990000000002%","40%","","Financials","Europe","Italy","BBB","BB"
