"Date","Timezone","Ticker","ShortName","RedCode","Tier","Ccy","DocClause","Spread6m","Spread1y","Spread2y","Spread3y","Spread4y","Spread5y","Spread7y","Spread10y","Spread15y","Spread20y","Spread30y","Recovery","DataRating","Sector","Region","Country","AvRating","ImpliedRating"
"06-MAR-19","E","A","Agilent Tech Inc","008CA0","SNRFOR","USD","MR14","0.458444%","0.499765%","0.600578%","0.723205%","0.875387%","0.984992%","1.034114%","1.096915%","1.087752%","1.077252%","1.078613%","35%","","Consumer Goods","N.Amer","United States","BBB","BB"
"06-MAR-19","E","A","Agilent Tech Inc","008CA0","SNRFOR","USD","XR14","0.44294%","0.48285999999999996%","0.580257%","0.6987260000000001%","0.8457410000000001%","0.9516169999999999%","0.9990330000000001%","1.0596400000000001%","1.050692%","1.040467%","1.041644%","35%","","Consumer Goods","N.Amer","United States","BBB","BB"
"06-MAR-19","E","AAGM-AGD","AngloGold Ashanti Ltd","SS467A","SNRFOR","EUR","MM14","1.17012%","1.211899%","1.4087610000000002%","1.6325209999999999%","1.857302%","2.0207550000000003%","2.263799%","2.568247%","2.654024%","2.705158%","","40%","","Basic Materials","Africa","South Africa","BB","B"
"06-MAR-19","E","AAGM-AGD","AngloGold Ashanti Ltd","SS467A","SNRFOR","USD","CR14","1.17012%","1.211899%","1.4087610000000002%","1.6325209999999999%","1.857302%","2.0207550000000003%","2.263799%","2.568247%","2.654024%","2.705158%","","40%","","Basic Materials","Africa","South Africa","BB","B"
"06-MAR-19","E","AAGM-AGD","AngloGold Ashanti Ltd","SS467A","SNRFOR","USD","MM14","1.17012%","1.211899%","1.4087610000000002%","1.6325209999999999%","1.857302%","2.0207550000000003%","2.263799%","2.568247%","2.654024%","2.705158%","","40%","","Basic Materials","Africa","South Africa","BB","B"
"06-MAR-19","E","AAUK","Anglo Amern plc","037CDU","SNRFOR","AUD","MM14","0.10400699999999999%","0.138058%","0.212407%","0.401544%","0.6733720000000001%","0.95192%","1.402688%","1.6910459999999998%","1.772317%","1.815649%","1.8881809999999999%","40%","","Basic Materials","Europe","United Kingdom","BBB","BB"
"06-MAR-19","E","AAUK","Anglo Amern plc","037CDU","SNRFOR","CHF","MM14","0.115563%","0.153397%","0.235993%","0.446019%","0.747572%","1.056163%","1.554638%","1.873588%","1.965306%","2.014158%","2.094917%","40%","","Basic Materials","Europe","United Kingdom","BBB","BB"
"06-MAR-19","E","AAUK","Anglo Amern plc","037CDU","SNRFOR","EUR","CR14","0.12128200000000001%","0.16105799999999998%","0.24785300000000002%","0.46829899999999997%","0.784635%","1.10828%","1.630943%","1.965251%","2.062253%","2.11401%","2.199107%","40%","","Basic Materials","Europe","United Kingdom","BBB","BB"
"06-MAR-19","E","AAUK","Anglo Amern plc","037CDU","SNRFOR","EUR","MM14","0.115563%","0.153397%","0.235993%","0.446019%","0.747572%","1.056163%","1.554638%","1.873588%","1.965306%","2.014158%","2.094917%","40%","","Basic Materials","Europe","United Kingdom","BBB","BB"
"06-MAR-19","E","AAUK","Anglo Amern plc","037CDU","SNRFOR","EUR","MR14","0.115563%","0.153397%","0.235993%","0.446019%","0.747572%","1.056163%","1.554638%","1.873588%","1.965306%","2.014158%","2.094917%","40%","","Basic Materials","Europe","United Kingdom","BBB","BB"
"06-MAR-19","E","AAUK","Anglo Amern plc","037CDU","SNRFOR","GBP","MM14","0.115563%","0.153397%","0.235993%","0.446019%","0.747572%","1.056163%","1.554638%","1.873588%","1.965306%","2.014158%","2.094917%","40%","","Basic Materials","Europe","United Kingdom","BBB","BB"
"06-MAR-19","E","AAUK","Anglo Amern plc","037CDU","SNRFOR","JPY","MM14","0.115563%","0.153397%","0.235993%","0.446019%","0.747572%","1.056163%","1.554638%","1.873588%","1.965306%","2.014158%","2.094917%","40%","","Basic Materials","Europe","United Kingdom","BBB","BB"
"06-MAR-19","E","AAUK","Anglo Amern plc","037CDU","SNRFOR","SEK","MM14","0.115563%","0.153397%","0.235993%","0.446019%","0.747572%","1.056163%","1.554638%","1.873588%","1.965306%","2.014158%","2.094917%","40%","","Basic Materials","Europe","United Kingdom","BBB","BB"
"06-MAR-19","E","AAUK","Anglo Amern plc","037CDU","SNRFOR","USD","CR14","0.12128200000000001%","0.16105799999999998%","0.24785300000000002%","0.46829899999999997%","0.784635%","1.10828%","1.630943%","1.965251%","2.062253%","2.11401%","2.199107%","40%","","Basic Materials","Europe","United Kingdom","BBB","BB"
"06-MAR-19","E","AAUK","Anglo Amern plc","037CDU","SNRFOR","USD","MM14","0.115563%","0.153397%","0.235993%","0.446019%","0.747572%","1.056163%","1.554638%","1.873588%","1.965306%","2.014158%","2.094917%","40%","","Basic Materials","Europe","United Kingdom","BBB","BB"
"06-MAR-19","E","AAUK","Anglo Amern plc","037CDU","SNRFOR","ZAR","MM14","0.115563%","0.153397%","0.235993%","0.446019%","0.747572%","1.056163%","1.554638%","1.873588%","1.965306%","2.014158%","2.094917%","40%","","Basic Materials","Europe","United Kingdom","BBB","BB"
"06-MAR-19","E","ABBVINC","ABBVIE INC","002AF5","SNRFOR","EUR","MM14","0.239496%","0.23515799999999998%","0.270413%","0.342581%","0.57314%","0.696346%","0.983595%","1.234372%","1.420356%","1.509042%","1.5932290000000002%","40%","","Healthcare","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","ABBVINC","ABBVIE INC","002AF5","SNRFOR","USD","MR14","0.239496%","0.23515799999999998%","0.270413%","0.342581%","0.57314%","0.696346%","0.983595%","1.234372%","1.420356%","1.509042%","1.5932290000000002%","40%","","Healthcare","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","ABBVINC","ABBVIE INC","002AF5","SNRFOR","USD","XR14","0.23251%","0.228264%","0.262448%","0.332491%","0.556305%","0.675891%","0.954693%","1.198036%","1.378388%","1.46431%","1.545703%","40%","","Healthcare","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","ABC","AmerisourceBergen Corp","0D37AH","SNRFOR","EUR","XR14","0.086622%","0.136577%","0.268102%","0.44462199999999996%","0.638678%","0.865079%","1.051294%","1.217109%","1.29991%","1.338451%","1.372557%","40%","","Consumer Services","N.Amer","United States","BBB","BB"
"06-MAR-19","E","ABC","AmerisourceBergen Corp","0D37AH","SNRFOR","USD","MR14","0.089439%","0.141043%","0.27686299999999997%","0.45913200000000004%","0.659514%","0.893298%","1.085591%","1.2568620000000001%","1.342461%","1.382416%","1.417962%","40%","","Consumer Services","N.Amer","United States","BBB","BB"
"06-MAR-19","E","ABC","AmerisourceBergen Corp","0D37AH","SNRFOR","USD","XR14","0.086622%","0.136577%","0.268102%","0.44462199999999996%","0.638678%","0.865079%","1.051294%","1.217109%","1.29991%","1.338451%","1.372557%","40%","","Consumer Services","N.Amer","United States","BBB","BB"
"06-MAR-19","E","ABCLL","Anheuser Busch Cos LLC","0D875J","SNRFOR","EUR","MR14","0.13118%","0.20356%","0.275301%","0.458797%","0.66439%","0.913475%","1.1168%","1.267879%","1.268106%","1.267674%","1.2662339999999999%","40%","","Consumer Goods","N.Amer","United States","BBB","BB"
"06-MAR-19","E","ABCLL","Anheuser Busch Cos LLC","0D875J","SNRFOR","EUR","XR14","0.126743%","0.19667700000000002%","0.26599%","0.44328199999999995%","0.641922%","0.882585%","1.079035%","1.225011%","1.2252290000000001%","1.224815%","1.223429%","40%","","Consumer Goods","N.Amer","United States","BBB","BB"
"06-MAR-19","E","ABCLL","Anheuser Busch Cos LLC","0D875J","SNRFOR","JPY","MR14","0.13118%","0.20356%","0.275301%","0.458797%","0.66439%","0.913475%","1.1168%","1.267879%","1.268106%","1.267674%","1.2662339999999999%","40%","","Consumer Goods","N.Amer","United States","BBB","BB"
"06-MAR-19","E","ABCLL","Anheuser Busch Cos LLC","0D875J","SNRFOR","USD","MR14","0.13118%","0.20356%","0.275301%","0.458797%","0.66439%","0.913475%","1.1168%","1.267879%","1.268106%","1.267674%","1.2662339999999999%","40%","","Consumer Goods","N.Amer","United States","BBB","BB"
"06-MAR-19","E","ABCLL","Anheuser Busch Cos LLC","0D875J","SNRFOR","USD","XR14","0.126743%","0.19667700000000002%","0.26599%","0.44328199999999995%","0.641922%","0.882585%","1.079035%","1.225011%","1.2252290000000001%","1.224815%","1.223429%","40%","","Consumer Goods","N.Amer","United States","BBB","BB"
"06-MAR-19","E","ABE","ABERTIS INFRAESTRUCTURAS SA","EE003G","SNRFOR","EUR","MM14","0.139734%","0.17352299999999998%","0.31126499999999996%","0.530865%","0.74185%","0.9530540000000001%","1.25807%","1.4377579999999999%","1.5074260000000002%","1.537666%","1.5654379999999999%","40%","","Industrials","Europe","Spain","BBB","BB"
"06-MAR-19","E","ABE","ABERTIS INFRAESTRUCTURAS SA","EE003G","SNRFOR","USD","MM14","0.139734%","0.17352299999999998%","0.31126499999999996%","0.530865%","0.74185%","0.9530540000000001%","1.25807%","1.4377579999999999%","1.5074260000000002%","1.537666%","1.5654379999999999%","40%","","Industrials","Europe","Spain","BBB","BB"
"06-MAR-19","E","ABHLTD","Alliance Boots Hldgs Ltd","GG26AM","SNRFOR","AUD","MM14","0.536566%","0.636998%","0.9195119999999999%","1.2624069999999998%","1.455303%","1.6453309999999999%","1.793202%","1.9940759999999997%","2.150292%","2.237759%","2.3043%","39.666667%","","Consumer Services","Europe","United Kingdom","","B"
"06-MAR-19","E","ABHLTD","Alliance Boots Hldgs Ltd","GG26AM","SNRFOR","EUR","CR14","0.568165%","0.675773%","0.986704%","1.381656%","1.5927589999999998%","1.820095%","1.971841%","2.188634%","2.3404230000000004%","2.420802%","2.468871%","39.666667%","","Consumer Services","Europe","United Kingdom","","B"
"06-MAR-19","E","ABHLTD","Alliance Boots Hldgs Ltd","GG26AM","SNRFOR","EUR","MM14","0.538899%","0.640848%","0.935689%","1.3102559999999999%","1.517624%","1.725983%","1.869766%","2.075205%","2.218953%","2.295103%","2.3406469999999997%","39.666667%","","Consumer Services","Europe","United Kingdom","","B"
"06-MAR-19","E","ABHLTD","Alliance Boots Hldgs Ltd","GG26AM","SNRFOR","GBP","MM14","0.538899%","0.640848%","0.935689%","1.3102559999999999%","1.517624%","1.725983%","1.869766%","2.075205%","2.218953%","2.295103%","2.3406469999999997%","39.666667%","","Consumer Services","Europe","United Kingdom","","B"
"06-MAR-19","E","ABHLTD","Alliance Boots Hldgs Ltd","GG26AM","SNRFOR","USD","CR14","0.568165%","0.675773%","0.986704%","1.381656%","1.5927589999999998%","1.820095%","1.971841%","2.188634%","2.3404230000000004%","2.420802%","2.468871%","39.666667%","","Consumer Services","Europe","United Kingdom","","B"
"06-MAR-19","E","ABHLTD","Alliance Boots Hldgs Ltd","GG26AM","SNRFOR","USD","MM14","0.538899%","0.640848%","0.935689%","1.3102559999999999%","1.517624%","1.725983%","1.869766%","2.075205%","2.218953%","2.295103%","2.3406469999999997%","39.666667%","","Consumer Services","Europe","United Kingdom","","B"
"06-MAR-19","E","ABT","Abbott Labs","002AA6","SNRFOR","EUR","MR14","0.085147%","0.096398%","0.153283%","0.23854599999999998%","0.331481%","0.43186500000000005%","0.584656%","0.704613%","0.7882389999999999%","0.8343980000000001%","0.891033%","40%","","Healthcare","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","ABT","Abbott Labs","002AA6","SNRFOR","EUR","XR14","0.083384%","0.09446%","0.150233%","0.23382199999999997%","0.324929%","0.42334%","0.573123%","0.690704%","0.768713%","0.8136789999999999%","0.868767%","40%","","Healthcare","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","ABT","Abbott Labs","002AA6","SNRFOR","USD","MR14","0.085147%","0.096398%","0.153283%","0.23854599999999998%","0.331481%","0.43186500000000005%","0.584656%","0.704613%","0.7882389999999999%","0.8343980000000001%","0.891033%","40%","","Healthcare","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","ABT","Abbott Labs","002AA6","SNRFOR","USD","XR14","0.083384%","0.09446%","0.150233%","0.23382199999999997%","0.324929%","0.42334%","0.573123%","0.690704%","0.768713%","0.8136789999999999%","0.868767%","40%","","Healthcare","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","ABX","Barrick Gold Corp","06DG91","SNRFOR","CHF","XR14","0.077602%","0.100531%","0.178926%","0.296627%","0.468953%","0.665083%","1.03822%","1.281939%","1.44889%","1.537445%","1.5522150000000001%","40%","","Basic Materials","N.Amer","Canada","BBB","BBB"
"06-MAR-19","E","ABX","Barrick Gold Corp","06DG91","SNRFOR","EUR","MR14","0.07944%","0.10277599999999999%","0.182834%","0.303048%","0.479053%","0.679363%","1.060422%","1.309395%","1.495691%","1.587312%","1.59231%","40%","","Basic Materials","N.Amer","Canada","BBB","BBB"
"06-MAR-19","E","ABX","Barrick Gold Corp","06DG91","SNRFOR","EUR","XR14","0.077602%","0.100531%","0.178926%","0.296627%","0.468953%","0.665083%","1.03822%","1.281939%","1.44889%","1.537445%","1.5522150000000001%","40%","","Basic Materials","N.Amer","Canada","BBB","BBB"
"06-MAR-19","E","ABX","Barrick Gold Corp","06DG91","SNRFOR","SEK","XR14","0.077602%","0.100531%","0.178926%","0.296627%","0.468953%","0.665083%","1.03822%","1.281939%","1.44889%","1.537445%","1.5522150000000001%","40%","","Basic Materials","N.Amer","Canada","BBB","BBB"
"06-MAR-19","E","ABX","Barrick Gold Corp","06DG91","SNRFOR","USD","MR14","0.07944%","0.10277599999999999%","0.182834%","0.303048%","0.479053%","0.679363%","1.060422%","1.309395%","1.495691%","1.587312%","1.59231%","40%","","Basic Materials","N.Amer","Canada","BBB","BBB"
"06-MAR-19","E","ABX","Barrick Gold Corp","06DG91","SNRFOR","USD","XR14","0.077602%","0.100531%","0.178926%","0.296627%","0.468953%","0.665083%","1.03822%","1.281939%","1.44889%","1.537445%","1.5522150000000001%","40%","","Basic Materials","N.Amer","Canada","BBB","BBB"
"06-MAR-19","E","ABX-FinCo","Barrick Gold Fin Co","06ECD4","SNRFOR","USD","MR14","0.086523%","0.10036699999999998%","0.17963099999999999%","0.300035%","0.478823%","0.677383%","1.065398%","1.335577%","1.495889%","1.589182%","1.7024750000000002%","40%","","Basic Materials","N.Amer","Canada","BBB","BBB"
"06-MAR-19","E","ABX-FinCo","Barrick Gold Fin Co","06ECD4","SNRFOR","USD","XR14","0.083992%","0.097395%","0.17430900000000002%","0.291186%","0.464736%","0.6574789999999999%","1.034122%","1.296491%","1.452048%","1.5424039999999999%","1.651816%","40%","","Basic Materials","N.Amer","Canada","BBB","BBB"
"06-MAR-19","E","ACAFP","Cr Agricole SA","FH49GG","SNRFOR","AUD","MM","0.09652000000000001%","0.114138%","0.15063500000000002%","0.21313600000000002%","0.277617%","0.348582%","0.46203099999999997%","0.567967%","0.610425%","0.63877%","0.660936%","40%","","Financials","Europe","France","A","A"
"06-MAR-19","E","ACAFP","Cr Agricole SA","FH49GG","SNRFOR","CHF","MM14","0.095581%","0.12377%","0.17202800000000001%","0.243398%","0.318114%","0.39412400000000003%","0.524231%","0.6443909999999999%","0.694714%","0.725206%","0.751531%","40%","","Financials","Europe","France","A","A"
"06-MAR-19","E","ACAFP","Cr Agricole SA","FH49GG","SNRFOR","EUR","CR","0.09652000000000001%","0.114138%","0.15063500000000002%","0.21313600000000002%","0.277617%","0.348582%","0.46203099999999997%","0.567967%","0.610425%","0.63877%","0.660936%","40%","","Financials","Europe","France","A","A"
"06-MAR-19","E","ACAFP","Cr Agricole SA","FH49GG","SNRFOR","EUR","MM","0.09652000000000001%","0.114138%","0.15063500000000002%","0.21313600000000002%","0.277617%","0.348582%","0.46203099999999997%","0.567967%","0.610425%","0.63877%","0.660936%","40%","","Financials","Europe","France","A","A"
"06-MAR-19","E","ACAFP","Cr Agricole SA","FH49GG","SNRFOR","EUR","MM14","0.095581%","0.12377%","0.17202800000000001%","0.243398%","0.318114%","0.39412400000000003%","0.524231%","0.6443909999999999%","0.694714%","0.725206%","0.751531%","40%","","Financials","Europe","France","A","A"
"06-MAR-19","E","ACAFP","Cr Agricole SA","FH49GG","SNRFOR","GBP","MM","0.09652000000000001%","0.114138%","0.15063500000000002%","0.21313600000000002%","0.277617%","0.348582%","0.46203099999999997%","0.567967%","0.610425%","0.63877%","0.660936%","40%","","Financials","Europe","France","A","A"
"06-MAR-19","E","ACAFP","Cr Agricole SA","FH49GG","SNRFOR","GBP","MM14","0.095581%","0.12377%","0.17202800000000001%","0.243398%","0.318114%","0.39412400000000003%","0.524231%","0.6443909999999999%","0.694714%","0.725206%","0.751531%","40%","","Financials","Europe","France","A","A"
"06-MAR-19","E","ACAFP","Cr Agricole SA","FH49GG","SNRFOR","JPY","MM14","0.095581%","0.12377%","0.17202800000000001%","0.243398%","0.318114%","0.39412400000000003%","0.524231%","0.6443909999999999%","0.694714%","0.725206%","0.751531%","40%","","Financials","Europe","France","A","A"
"06-MAR-19","E","ACAFP","Cr Agricole SA","FH49GG","SNRFOR","SEK","MM14","0.095581%","0.12377%","0.17202800000000001%","0.243398%","0.318114%","0.39412400000000003%","0.524231%","0.6443909999999999%","0.694714%","0.725206%","0.751531%","40%","","Financials","Europe","France","A","A"
"06-MAR-19","E","ACAFP","Cr Agricole SA","FH49GG","SNRFOR","USD","MM","0.09652000000000001%","0.114138%","0.15063500000000002%","0.21313600000000002%","0.277617%","0.348582%","0.46203099999999997%","0.567967%","0.610425%","0.63877%","0.660936%","40%","","Financials","Europe","France","A","A"
"06-MAR-19","E","ACAFP","Cr Agricole SA","FH49GG","SNRFOR","USD","MM14","0.095581%","0.12377%","0.17202800000000001%","0.243398%","0.318114%","0.39412400000000003%","0.524231%","0.6443909999999999%","0.694714%","0.725206%","0.751531%","40%","","Financials","Europe","France","A","A"
"06-MAR-19","E","ACAFP","Cr Agricole SA","FH49GG","SNRLAC","EUR","MM14","0.14555900000000002%","0.19598%","0.333478%","0.47548699999999994%","0.606311%","0.733054%","0.956306%","1.103548%","1.119039%","1.1454799999999998%","1.157114%","40%","","Financials","Europe","France","A","A"
"06-MAR-19","E","ACAFP","Cr Agricole SA","FH49GG","SUBLT2","EUR","CR","0.239981%","0.30196300000000004%","0.361649%","0.500243%","0.635437%","0.7811170000000001%","0.9999340000000001%","1.161829%","1.07835%","1.1125690000000001%","1.3208920000000002%","20%","","Financials","Europe","France","A","A"
"06-MAR-19","E","ACAFP","Cr Agricole SA","FH49GG","SUBLT2","EUR","MM","0.239981%","0.30196300000000004%","0.361649%","0.500243%","0.635437%","0.7811170000000001%","0.9999340000000001%","1.161829%","1.07835%","1.1125690000000001%","1.3208920000000002%","20%","","Financials","Europe","France","A","A"
"06-MAR-19","E","ACAFP","Cr Agricole SA","FH49GG","SUBLT2","EUR","MM14","0.22956500000000002%","0.291125%","0.440925%","0.65008%","0.8873479999999999%","1.1210680000000002%","1.451432%","1.7062819999999999%","1.811209%","1.8721310000000002%","1.91478%","20%","","Financials","Europe","France","A","A"
"06-MAR-19","E","ACAFP","Cr Agricole SA","FH49GG","SUBLT2","GBP","MM","0.239981%","0.30196300000000004%","0.361649%","0.500243%","0.635437%","0.7811170000000001%","0.9999340000000001%","1.161829%","1.07835%","1.1125690000000001%","1.3208920000000002%","20%","","Financials","Europe","France","A","A"
"06-MAR-19","E","ACAFP","Cr Agricole SA","FH49GG","SUBLT2","JPY","MM","0.239981%","0.30196300000000004%","0.361649%","0.500243%","0.635437%","0.7811170000000001%","0.9999340000000001%","1.161829%","1.07835%","1.1125690000000001%","1.3208920000000002%","20%","","Financials","Europe","France","A","A"
"06-MAR-19","E","ACAFP","Cr Agricole SA","FH49GG","SUBLT2","JPY","MM14","0.22956500000000002%","0.291125%","0.440925%","0.65008%","0.8873479999999999%","1.1210680000000002%","1.451432%","1.7062819999999999%","1.811209%","1.8721310000000002%","1.91478%","20%","","Financials","Europe","France","A","A"
"06-MAR-19","E","ACAFP","Cr Agricole SA","FH49GG","SUBLT2","USD","MM","0.239981%","0.30196300000000004%","0.361649%","0.500243%","0.635437%","0.7811170000000001%","0.9999340000000001%","1.161829%","1.07835%","1.1125690000000001%","1.3208920000000002%","20%","","Financials","Europe","France","A","A"
"06-MAR-19","E","ACAFP","Cr Agricole SA","FH49GG","SUBLT2","USD","MM14","0.22956500000000002%","0.291125%","0.440925%","0.65008%","0.8873479999999999%","1.1210680000000002%","1.451432%","1.7062819999999999%","1.811209%","1.8721310000000002%","1.91478%","20%","","Financials","Europe","France","A","A"
"06-MAR-19","E","ACAFP-CIB","Cr Agricole Corporate and Invt Bk","FH49EJ","SNRFOR","EUR","CR14","0.07911399999999999%","0.097938%","0.137241%","0.21015399999999998%","0.290078%","0.371595%","0.496902%","0.615172%","0.6727099999999999%","0.719075%","0.7850909999999999%","45%","","Financials","Europe","France","A","AA"
"06-MAR-19","E","ACAFP-CIB","Cr Agricole Corporate and Invt Bk","FH49EJ","SNRFOR","EUR","MM14","0.075395%","0.093315%","0.130744%","0.20022%","0.276378%","0.35405200000000003%","0.473439%","0.586107%","0.640882%","0.685036%","0.74793%","45%","","Financials","Europe","France","A","AA"
"06-MAR-19","E","ACAFP-CIB","Cr Agricole Corporate and Invt Bk","FH49EJ","SUBLT2","EUR","MM14","0.102823%","0.23344199999999998%","0.404804%","0.54228%","0.6617%","0.79105%","0.9756300000000001%","1.125024%","1.196263%","1.250304%","1.319918%","25%","","Financials","Europe","France","A","AA"
"06-MAR-19","E","ACCOR","ACCOR","0A477B","SNRFOR","AUD","MM14","0.084119%","0.107543%","0.20200700000000002%","0.30366400000000004%","0.45672300000000005%","0.607114%","0.862433%","1.0382449999999999%","1.1039860000000001%","1.142971%","1.186088%","40%","","Consumer Services","Europe","France","BBB","BBB"
"06-MAR-19","E","ACCOR","ACCOR","0A477B","SNRFOR","CHF","MM14","0.084119%","0.107543%","0.20200700000000002%","0.30366400000000004%","0.45672300000000005%","0.607114%","0.862433%","1.0382449999999999%","1.1039860000000001%","1.142971%","1.186088%","40%","","Consumer Services","Europe","France","BBB","BBB"
"06-MAR-19","E","ACCOR","ACCOR","0A477B","SNRFOR","EUR","CR14","0.08828599999999999%","0.11288100000000001%","0.212036%","0.31872900000000004%","0.479348%","0.6371479999999999%","0.904976%","1.089375%","1.158491%","1.199526%","1.2450610000000002%","40%","","Consumer Services","Europe","France","BBB","BBB"
"06-MAR-19","E","ACCOR","ACCOR","0A477B","SNRFOR","EUR","MM14","0.084119%","0.107543%","0.20200700000000002%","0.30366400000000004%","0.45672300000000005%","0.607114%","0.862433%","1.0382449999999999%","1.1039860000000001%","1.142971%","1.186088%","40%","","Consumer Services","Europe","France","BBB","BBB"
"06-MAR-19","E","ACCOR","ACCOR","0A477B","SNRFOR","EUR","MR14","0.084119%","0.107543%","0.20200700000000002%","0.30366400000000004%","0.45672300000000005%","0.607114%","0.862433%","1.0382449999999999%","1.1039860000000001%","1.142971%","1.186088%","40%","","Consumer Services","Europe","France","BBB","BBB"
"06-MAR-19","E","ACCOR","ACCOR","0A477B","SNRFOR","GBP","MM14","0.084119%","0.107543%","0.20200700000000002%","0.30366400000000004%","0.45672300000000005%","0.607114%","0.862433%","1.0382449999999999%","1.1039860000000001%","1.142971%","1.186088%","40%","","Consumer Services","Europe","France","BBB","BBB"
"06-MAR-19","E","ACCOR","ACCOR","0A477B","SNRFOR","SEK","MM14","0.084119%","0.107543%","0.20200700000000002%","0.30366400000000004%","0.45672300000000005%","0.607114%","0.862433%","1.0382449999999999%","1.1039860000000001%","1.142971%","1.186088%","40%","","Consumer Services","Europe","France","BBB","BBB"
"06-MAR-19","E","ACCOR","ACCOR","0A477B","SNRFOR","USD","CR14","0.08828599999999999%","0.11288100000000001%","0.212036%","0.31872900000000004%","0.479348%","0.6371479999999999%","0.904976%","1.089375%","1.158491%","1.199526%","1.2450610000000002%","40%","","Consumer Services","Europe","France","BBB","BBB"
"06-MAR-19","E","ACCOR","ACCOR","0A477B","SNRFOR","USD","MM14","0.084119%","0.107543%","0.20200700000000002%","0.30366400000000004%","0.45672300000000005%","0.607114%","0.862433%","1.0382449999999999%","1.1039860000000001%","1.142971%","1.186088%","40%","","Consumer Services","Europe","France","BBB","BBB"
"06-MAR-19","E","ACEA","Acea Spa","TT044K","SNRFOR","EUR","MM14","0.177701%","0.221314%","0.41219000000000006%","0.5827019999999999%","0.7326710000000001%","0.8818849999999999%","1.000028%","1.049398%","","","1.2851359999999998%","40%","","Utilities","Europe","Italy","BBB","BB"
"06-MAR-19","E","ACG","Arch Cap Group Ltd","GG495A","SNRFOR","EUR","MR14","0.551138%","0.574015%","0.77049%","1.020016%","1.322795%","1.542601%","1.758782%","2.055813%","2.206149%","2.271746%","2.323011%","40%","","Financials","N.Amer","Bermuda","A","BB"
"06-MAR-19","E","ACG","Arch Cap Group Ltd","GG495A","SNRFOR","USD","MR14","0.551138%","0.574015%","0.77049%","1.020016%","1.322795%","1.542601%","1.758782%","2.055813%","2.206149%","2.271746%","2.323011%","40%","","Financials","N.Amer","Bermuda","A","BB"
"06-MAR-19","E","ACG","Arch Cap Group Ltd","GG495A","SNRFOR","USD","XR14","0.5234759999999999%","0.545201%","0.731865%","0.9689120000000001%","1.256684%","1.459341%","1.670382%","1.9516149999999999%","2.0947199999999997%","2.158182%","2.20954%","40%","","Financials","N.Amer","Bermuda","A","BB"
"06-MAR-19","E","ACI-AWF","Arch Westn Fin LLC","03CCC0","SNRFOR","USD","XR14","","0.31112100000000004%","0.396803%","0.446149%","0.528127%","0.608342%","0.617406%","0.617931%","","","","40%","","Energy","N.Amer","United States","","BBB"
"06-MAR-19","E","ACLTD","Air China Ltd","YY02CG","SNRFOR","CNY","CR14","1.0619429999999999%","1.158325%","1.3155780000000001%","1.459315%","1.700686%","1.835132%","1.9050669999999998%","1.982404%","2.034654%","2.073104%","2.125942%","40%","","Industrials","Asia","China","","B"
"06-MAR-19","E","ACLTD","Air China Ltd","YY02CG","SNRFOR","USD","CR14","1.0619429999999999%","1.158325%","1.3155780000000001%","1.459315%","1.700686%","1.835132%","1.9050669999999998%","1.982404%","2.034654%","2.073104%","2.125942%","40%","","Industrials","Asia","China","","B"
"06-MAR-19","E","ACOM","ACOM CO LTD","004CC9","SNRFOR","EUR","CR14","0.075137%","0.108477%","0.186826%","0.266279%","0.35279%","0.43627099999999996%","0.5725629999999999%","0.635936%","","","","35%","","Financials","Asia","Japan","A","A"
"06-MAR-19","E","ACOM","ACOM CO LTD","004CC9","SNRFOR","JPY","CR14","0.075137%","0.108477%","0.186826%","0.266279%","0.35279%","0.43627099999999996%","0.5725629999999999%","0.635936%","","","","35%","","Financials","Asia","Japan","A","A"
"06-MAR-19","E","ACOM","ACOM CO LTD","004CC9","SNRFOR","JPY","XR14","0.075137%","0.108477%","0.186826%","0.266279%","0.35279%","0.43627099999999996%","0.5725629999999999%","0.635936%","","","","35%","","Financials","Asia","Japan","A","A"
"06-MAR-19","E","ACOM","ACOM CO LTD","004CC9","SNRFOR","USD","CR14","0.075137%","0.108477%","0.186826%","0.266279%","0.35279%","0.43627099999999996%","0.5725629999999999%","0.635936%","","","","35%","","Financials","Asia","Japan","A","A"
"06-MAR-19","E","ACV","Alberto Culver Co","0B436E","SNRFOR","USD","MR14","0.32527%","0.377555%","0.40722600000000003%","0.462209%","0.536763%","0.602661%","0.6119450000000001%","0.6215240000000001%","0.642912%","0.653118%","0.662687%","40%","","Consumer Goods","N.Amer","United States","A","BBB"
"06-MAR-19","E","ACV","Alberto Culver Co","0B436E","SNRFOR","USD","XR14","0.32527%","0.377555%","0.40722600000000003%","0.462209%","0.536763%","0.602661%","0.6119450000000001%","0.6215240000000001%","0.642912%","0.653118%","0.662687%","40%","","Consumer Goods","N.Amer","United States","A","BBB"
